la_fabrique_de_crimes_01_f000001|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.
la_fabrique_de_crimes_03_f000012|Messa et Sali, cependant, avaient atteint chacun une fiole en métal d'Alger qu'ils portaient, attachée à leur chaîne de montre.|Messa et Sali, cependant, avaient atteint chacun une fiole en métal d'Alger qu'ils portaient, attachée à leur chaîne de montre.
la_fabrique_de_crimes_03_f000013|Lina emplit les flacons et dit avec une horrible ironie: -- Voilà de quoi meubler le charnier de l'arche Notre-Dame!|Lina emplit les flacons et dit avec une horrible ironie: -- Voilà de quoi meubler le charnier de l'arche Notre-Dame!
la_fabrique_de_crimes_03_f000014|-- Silence! ordonna Messa qui semblait avoir sur les deux autres une autorité morale.|-- Silence! ordonna Messa qui semblait avoir sur les deux autres une autorité morale.
la_fabrique_de_crimes_03_f000015|Nous avons une position agréable chez M. le duc. Ne la perdons pas par de puériles étourderies.|Nous avons une position agréable chez M. le duc. Ne la perdons pas par de puériles étourderies.
la_fabrique_de_crimes_03_f000016|Bien des oreilles nous guettent, bien des yeux nous observent.|Bien des oreilles nous guettent, bien des yeux nous observent.
la_fabrique_de_crimes_03_f000017|Nous avons contre nous, outre les agents du pouvoir, toutes les créatures du docteur Fandango: le Joueur d'orgues, le Rémouleur, et surtout Mustapha qui dissimule, sous sa profession de cocher de fiacre, une naissance féodale et une éducation de premier ordre.|Nous avons contre nous, outre les agents du pouvoir, toutes les créatures du docteur Fandango: le Joueur d'orgues, le Rémouleur, et surtout Mustapha qui dissimule, sous sa profession de cocher de fiacre, une naissance féodale et une éducation de premier ordre.
la_fabrique_de_crimes_03_f000018|Nous avons Mandina de Hachecor qui s'est faite femme coupable pour nous épier.|Nous avons Mandina de Hachecor qui s'est faite femme coupable pour nous épier.
la_fabrique_de_crimes_03_f000019|Bien plus, dans cet unique but, elle a même accueilli l'amour d'un simple gendarme! La multiplicité de nos ennemis commande une circonspection croissante.|Bien plus, dans cet unique but, elle a même accueilli l'amour d'un simple gendarme! La multiplicité de nos ennemis commande une circonspection croissante.
la_fabrique_de_crimes_03_f000020|M. le duc n'est pas estimé dans son quartier. Toi, Carapace, sais-tu comment on nomme la demeure, ici près? on l'appelle la Maison du Repris de justice!|M. le duc n'est pas estimé dans son quartier. Toi, Carapace, sais-tu comment on nomme la demeure, ici près? on l'appelle la Maison du Repris de justice!
la_fabrique_de_crimes_03_f000021|Toi, Arbre-à-Couche, tu passes pour avoir été mal guillotiné! Moi- même, je n'ai pas conservé au nom de Boulet Rouge toute la considération dont l'avaient entouré mes ancêtres.|Toi, Arbre-à-Couche, tu passes pour avoir été mal guillotiné! Moi- même, je n'ai pas conservé au nom de Boulet Rouge toute la considération dont l'avaient entouré mes ancêtres.
la_fabrique_de_crimes_03_f000022|Ainsi donc, soyons muets comme des soles normandes, et pour le vain plaisir de faire des mots, ne risquons pas notre aisance!|Ainsi donc, soyons muets comme des soles normandes, et pour le vain plaisir de faire des mots, ne risquons pas notre aisance!
la_fabrique_de_crimes_03_f000023|Comme tous les braves, le célèbre Boulet-Rouge, l'homme à l'emplâtre, avait de ces aphorismes et parlait avec facilité;|Comme tous les braves, le célèbre Boulet-Rouge, l'homme à l'emplâtre, avait de ces aphorismes et parlait avec facilité;
la_fabrique_de_crimes_03_f000024|ses compagnons, moins lettrés, restaient sous le charme de sa faconde et oubliaient d'ouvrir l'oeil de lynx.|ses compagnons, moins lettrés, restaient sous le charme de sa faconde et oubliaient d'ouvrir l'oeil de lynx.
la_fabrique_de_crimes_03_f000025|Gringalet, au contraire, dans l'intérêt de son bienfaiteur le docteur Fandango, était tout oreilles.|Gringalet, au contraire, dans l'intérêt de son bienfaiteur le docteur Fandango, était tout oreilles.
la_fabrique_de_crimes_03_f000026|Il classait dans sa jeune mémoire, avec soin, les renseignements obtenus.|Il classait dans sa jeune mémoire, avec soin, les renseignements obtenus.
la_fabrique_de_crimes_03_f000027|Ainsi donc, le véritable nom de Messa était Boulet-Rouge; Lina s'appelait Carapace; Sali se nommait Arbre-à-Couche et devait avoir au cou le vestige particulier à la guillotine.|Ainsi donc, le véritable nom de Messa était Boulet-Rouge; Lina s'appelait Carapace; Sali se nommait Arbre-à-Couche et devait avoir au cou le vestige particulier à la guillotine.
la_fabrique_de_crimes_03_f000028|Tous trois possédaient un élixir farouche et travaillaient pour un charnier inconnu du vulgaire.|Tous trois possédaient un élixir farouche et travaillaient pour un charnier inconnu du vulgaire.
la_fabrique_de_crimes_03_f000029|Hier encore, Gringalet n'était qu'un enfant naturel, vendant les listes des loteries autorisées, ou ouvrant la portière des fiacres, à l'entrée des lieux de réjouissance, tels que spectacles, bals et restaurants;|Hier encore, Gringalet n'était qu'un enfant naturel, vendant les listes des loteries autorisées, ou ouvrant la portière des fiacres, à l'entrée des lieux de réjouissance, tels que spectacles, bals et restaurants;
la_fabrique_de_crimes_03_f000030|aujourd'hui, la connaissance de tant de secrets le mûrissait de plusieurs lustres.|aujourd'hui, la connaissance de tant de secrets le mûrissait de plusieurs lustres.
la_fabrique_de_crimes_03_f000031|Il se cramponnait à son poste bien qu'il en sentit les inconvénients.|Il se cramponnait à son poste bien qu'il en sentit les inconvénients.
la_fabrique_de_crimes_03_f000032|Cette nature abrupte, mais dévouée, préférait sa cachette incommode à un lit de roses, où il ne lui eut pas été donné de se rendre utile,|Cette nature abrupte, mais dévouée, préférait sa cachette incommode à un lit de roses, où il ne lui eut pas été donné de se rendre utile,
la_fabrique_de_crimes_03_f000033|il voulait mettre un terme aux soixante-treize meurtres quotidiens qui désolaient la France.|il voulait mettre un terme aux soixante-treize meurtres quotidiens qui désolaient la France.
la_fabrique_de_crimes_03_f000034|Ces caractères se font très rares.|Ces caractères se font très rares.
la_fabrique_de_crimes_03_f000035|Les trois Pieuvres mâles de l'impasse Guéménée (puisque nous connaissons désormais leur position sociale), avaient d'excellents motifs pour causer en toute sécurité sur le trottoir de la rue de Sévigné.|Les trois Pieuvres mâles de l'impasse Guéménée puisque nous connaissons désormais leur position sociale, avaient d'excellents motifs pour causer en toute sécurité sur le trottoir de la rue de Sévigné.
la_fabrique_de_crimes_03_f000036|Outre la voiture, déjà nommée, qui les isolait de la chaussée, sur les toits de la Maison du Repris de justice, une sentinelle active surveillait pour eux les alentours,|Outre la voiture, déjà nommée, qui les isolait de la chaussée, sur les toits de la Maison du Repris de justice, une sentinelle active surveillait pour eux les alentours,
la_fabrique_de_crimes_03_f000037|prête à signaler le moindre danger à l'aide d'une fusée volante.|prête à signaler le moindre danger à l'aide d'une fusée volante.
la_fabrique_de_crimes_03_f000038|C'était Tancrède, dit Chauve-Sourire, parce que les sourcils lui manquaient, ex-enfant de choeur de Saint-Eustache, congédié pour abus de burettes.|C'était Tancrède, dit Chauve-Sourire, parce que les sourcils lui manquaient, ex-enfant de choeur de Saint-Eustache, congédié pour abus de burettes.
la_fabrique_de_crimes_03_f000039|Il était le neveu propre de Dinah Tête-d'Or, concubine d'Arbre-à-Couche. Il aurait pu passer pour incorruptible, sauf sa bouche, sur laquelle il était porté.|Il était le neveu propre de Dinah Tête-d'Or, concubine d'Arbre-à-Couche. Il aurait pu passer pour incorruptible, sauf sa bouche, sur laquelle il était porté.
la_fabrique_de_crimes_03_f000040|Nous avons besoin de poser ces détails, en apparence indifférents, pour rendre compréhensible la catastrophe vraiment neuve qui va clore ce second chapitre.|Nous avons besoin de poser ces détails, en apparence indifférents, pour rendre compréhensible la catastrophe vraiment neuve qui va clore ce second chapitre.
la_fabrique_de_crimes_03_f000041|À onze heures treize minutes, Mandina de Hachecor, l'Escarboucle de Charenton-le-Pont|À onze heures treize minutes, Mandina de Hachecor, l'Escarboucle de Charenton-le-Pont
la_fabrique_de_crimes_03_f000042|comme l'appelait Brissac son gendarme et son esclave, ouvrit avec précaution la porte du réduit modeste où elle abritait son talent et sa beauté.|comme l'appelait Brissac son gendarme et son esclave, ouvrit avec précaution la porte du réduit modeste où elle abritait son talent et sa beauté.
la_fabrique_de_crimes_03_f000043|Vous n'auriez pu la voir sans l'aimer; elle portait son galant déshabillé de nuit et tenait à la main une carafe de cassis et un verre à patte.|Vous n'auriez pu la voir sans l'aimer; elle portait son galant déshabillé de nuit et tenait à la main une carafe de cassis et un verre à patte.
la_fabrique_de_crimes_03_f000044|Elle monta deux étages. Tout en haut de l'escalier, elle passa sa tête charmante À une lucarne qui donnait sur le toit, et d'une voix douce elle appela Tancrède, surnommé Chauve-Sourire.|Elle monta deux étages. Tout en haut de l'escalier, elle passa sa tête charmante À une lucarne qui donnait sur le toit, et d'une voix douce elle appela Tancrède, surnommé Chauve-Sourire.
la_fabrique_de_crimes_03_f000045|Celui-ci veillait. Il avait soif, comme toujours et reconnut bien la voix douce qui l'avait appelé plus d'une fois déjà pour lui offrir du vespétro ou de l'anisette,|Celui-ci veillait. Il avait soif, comme toujours et reconnut bien la voix douce qui l'avait appelé plus d'une fois déjà pour lui offrir du vespétro ou de l'anisette,
la_fabrique_de_crimes_03_f000046|car Mandina appartenait au docteur Fandango et ne reculait devant aucun sacrifice pour servir les intérêts de cet homme remarquable.|car Mandina appartenait au docteur Fandango et ne reculait devant aucun sacrifice pour servir les intérêts de cet homme remarquable.
la_fabrique_de_crimes_03_f000047|Tancrède vint, Mandina lui offrit un verre de cassis, puis, usant des innocentes séductions de son sexe, elle l'entraîna dans sa chambre où elle l'enferma à double tour,|Tancrède vint, Mandina lui offrit un verre de cassis, puis, usant des innocentes séductions de son sexe, elle l'entraîna dans sa chambre où elle l'enferma à double tour,
la_fabrique_de_crimes_03_f000048|en ayant soin de mettre aussi le verrou et plusieurs barres de fer très solides.|en ayant soin de mettre aussi le verrou et plusieurs barres de fer très solides.
la_fabrique_de_crimes_03_f000049|Dès lors, Messa, Sali et Lina manquaient de factionnaire. Leur sécurité devenait chimérique.|Dès lors, Messa, Sali et Lina manquaient de factionnaire. Leur sécurité devenait chimérique.
la_fabrique_de_crimes_03_f000050|Mandina avait ses projets. Elle se coiffa d'un chapeau de bergère, ôta sa crinoline et mit un faux nez.|Mandina avait ses projets. Elle se coiffa d'un chapeau de bergère, ôta sa crinoline et mit un faux nez.
la_fabrique_de_crimes_03_f000051|Ainsi travestie, elle descendit l'escalier quatre à quatre.|Ainsi travestie, elle descendit l'escalier quatre à quatre.
la_fabrique_de_crimes_03_f000052|En descendant et par surcroît de précaution, elle posa sur son faux nez, une paire de lunettes vertes, propriété d'un jeune écrivain déjà célèbre qui portait ombrage à Brissac.|En descendant et par surcroît de précaution, elle posa sur son faux nez, une paire de lunettes vertes, propriété d'un jeune écrivain déjà célèbre qui portait ombrage à Brissac.
la_fabrique_de_crimes_03_f000053|Il avait tort. On peut avoir sur soi les lunettes vertes d'un jeune homme dépourvu d'aisance, sans pour cela manquer aux lois de l'honneur.|Il avait tort. On peut avoir sur soi les lunettes vertes d'un jeune homme dépourvu d'aisance, sans pour cela manquer aux lois de l'honneur.
la_fabrique_de_crimes_03_f000054|Parvenue au rez-de-chaussée de la Maison du Repris de justice, Mandina de Hachecor enfila l'allée et se glissa comme un vent coulis derrière les trois Pieuvres mâles qui causaient toujours.|Parvenue au rez-de-chaussée de la Maison du Repris de justice, Mandina de Hachecor enfila l'allée et se glissa comme un vent coulis derrière les trois Pieuvres mâles qui causaient toujours.
la_fabrique_de_crimes_03_f000055|Boulet-Rouge la vit, il avait un oeil d'aigle, mais, trompé par son déguisement, il la prit pour un bas-bleu.|Boulet-Rouge la vit, il avait un oeil d'aigle, mais, trompé par son déguisement, il la prit pour un bas-bleu.
la_fabrique_de_crimes_03_f000056|Mandina franchit la chaussée et s'élança sur le trottoir opposé où se trouvaient également trois hommes, bien différents de Messa, Sali, Lina.|Mandina franchit la chaussée et s'élança sur le trottoir opposé où se trouvaient également trois hommes, bien différents de Messa, Sali, Lina.
