kleinzaches_01_f000001|Erstes Kapitel.|Erstes Kapitel.
kleinzaches_01_f000096|was vorzüglich einem ganz besondern fremden Zuge zwischen den Augenbraunen zuzuschreiben, von dem man durchaus nicht recht wußte, ob ein Stiftsfräulein dergleichen wirklich auf der Stirne tragen könne.|was vorzüglich einem ganz besondern fremden Zuge zwischen den Augenbraunen zuzuschreiben, von dem man durchaus nicht recht wußte, ob ein Stiftsfräulein dergleichen wirklich auf der Stirne tragen könne.
kleinzaches_01_f000097|Dabei lag aber auch oft, vorzüglich zur Rosenzeit bei heiterm schönen Wetter, so viel Huld und Anmut in ihrem Blick, daß jeder sich von süßem unwiderstehlichen Zauber befangen fühlte.|Dabei lag aber auch oft, vorzüglich zur Rosenzeit bei heiterm schönen Wetter, so viel Huld und Anmut in ihrem Blick, daß jeder sich von süßem unwiderstehlichen Zauber befangen fühlte.
kleinzaches_01_f000098|Als ich die Gnädige zum ersten- und letztenmal zu schauen das Vergnügen hatte, war sie dem Ansehen nach eine Frau in der höchsten, vollendetsten Blüte ihrer Jahre, auf der höchsten Spitze des Wendepunktes,|Als ich die Gnädige zum ersten- und letztenmal zu schauen das Vergnügen hatte, war sie dem Ansehen nach eine Frau in der höchsten, vollendetsten Blüte ihrer Jahre, auf der höchsten Spitze des Wendepunktes,
kleinzaches_01_f000099|und ich meinte, daß mir großes Glück beschieden, die Dame noch eben auf dieser Spitze zu erblicken und über ihre wunderbare Schönheit gewissermaßen zu erschrecken, welches sich dann sehr bald nicht mehr würde zutragen können.|und ich meinte, daß mir großes Glück beschieden, die Dame noch eben auf dieser Spitze zu erblicken und über ihre wunderbare Schönheit gewissermaßen zu erschrecken, welches sich dann sehr bald nicht mehr würde zutragen können.
kleinzaches_01_f000100|Ich war im Irrtum.|Ich war im Irrtum.
kleinzaches_01_f000101|Die ältesten Leute im Dorfe versicherten, daß sie das gnädige Fräulein gekannt hätten schon so lange als sie dächten, und daß die Dame niemals anders ausgesehen habe, nicht älter, nicht jünger, nicht häßlicher, nicht hübscher als eben jetzt.|Die ältesten Leute im Dorfe versicherten, daß sie das gnädige Fräulein gekannt hätten schon so lange als sie dächten, und daß die Dame niemals anders ausgesehen habe, nicht älter, nicht jünger, nicht häßlicher, nicht hübscher als eben jetzt.
kleinzaches_01_f000102|Die Zeit schien also keine Macht zu haben über sie, und schon dieses konnte manchem verwunderlich vorkommen.|Die Zeit schien also keine Macht zu haben über sie, und schon dieses konnte manchem verwunderlich vorkommen.
kleinzaches_01_f000103|Aber noch manches andere trat hinzu, worüber sich jeder, überlegte er es recht ernstlich, ebensosehr wundern, ja zuletzt aus der Verwunderung, in die er verstrickt, gar nicht herauskommen mußte.|Aber noch manches andere trat hinzu, worüber sich jeder, überlegte er es recht ernstlich, ebensosehr wundern, ja zuletzt aus der Verwunderung, in die er verstrickt, gar nicht herauskommen mußte.
kleinzaches_01_f000104|Fürs erste offenbarte sich ganz deutlich bei dem Fräulein die Verwandtschaft mit den Blumen, deren Namen sie trug.|Fürs erste offenbarte sich ganz deutlich bei dem Fräulein die Verwandtschaft mit den Blumen, deren Namen sie trug.
kleinzaches_01_f000105|Denn nicht allein, daß kein Mensch auf Erden solche herrliche tausendblättrige Rosen zu ziehen vermochte, als sie, so sprießten auch aus dem schlechtesten dürresten Dorn, den sie in die Erde steckte,|Denn nicht allein, daß kein Mensch auf Erden solche herrliche tausendblättrige Rosen zu ziehen vermochte, als sie, so sprießten auch aus dem schlechtesten dürresten Dorn, den sie in die Erde steckte,
kleinzaches_01_f000106|jene Blumen in der höchsten Fülle und Pracht hervor.|jene Blumen in der höchsten Fülle und Pracht hervor.
kleinzaches_01_f000107|Dann war es gewiß, daß sie auf einsamen Spaziergängen im Walde laute Gespräche führte mit wunderbaren Stimmen, die aus den Bäumen, aus den Büschen, aus den Quellen und Bächen zu tönen schienen.|Dann war es gewiß, daß sie auf einsamen Spaziergängen im Walde laute Gespräche führte mit wunderbaren Stimmen, die aus den Bäumen, aus den Büschen, aus den Quellen und Bächen zu tönen schienen.
kleinzaches_01_f000108|Ja, ein junger Jägersmann hatte sie belauscht, wie sie einmal mitten im dicksten Gehölz stand und seltsame Vögel mit buntem glänzenden Gefieder, die gar nicht im Lande heimisch,|Ja, ein junger Jägersmann hatte sie belauscht, wie sie einmal mitten im dicksten Gehölz stand und seltsame Vögel mit buntem glänzenden Gefieder, die gar nicht im Lande heimisch,
kleinzaches_01_f000109|sie umflatterten und liebkosten und in lustigem Singen und Zwitschern ihr allerlei fröhliche Dinge zu erzählen schienen, worüber sie lachte und sich freute.|sie umflatterten und liebkosten und in lustigem Singen und Zwitschern ihr allerlei fröhliche Dinge zu erzählen schienen, worüber sie lachte und sich freute.
kleinzaches_01_f000110|Daher kam es denn auch, daß Fräulein von Rosenschön zu jener Zeit, als sie in das Stift gekommen, bald die Aufmerksamkeit aller Leute in der Gegend anregte.|Daher kam es denn auch, daß Fräulein von Rosenschön zu jener Zeit, als sie in das Stift gekommen, bald die Aufmerksamkeit aller Leute in der Gegend anregte.
kleinzaches_01_f000111|Ihre Aufnahme in das Fräuleinstift hatte der Fürst befohlen; der Baron Prätextatus von Mondschein, Besitzer des Gutes, in dessen Nähe jenes Stift lag, dem er als Verweser vorstand,|Ihre Aufnahme in das Fräuleinstift hatte der Fürst befohlen; der Baron Prätextatus von Mondschein, Besitzer des Gutes, in dessen Nähe jenes Stift lag, dem er als Verweser vorstand,
kleinzaches_01_f000112|konnte daher nichts dagegen einwenden, ungeachtet ihn die entsetzlichsten Zweifel quälten.|konnte daher nichts dagegen einwenden, ungeachtet ihn die entsetzlichsten Zweifel quälten.
kleinzaches_01_f000113|Vergebens war nämlich sein Mühen geblieben, in Rixners Turnierbuch und andern Chroniken die Familie Rosengrünschön aufzufinden.|Vergebens war nämlich sein Mühen geblieben, in Rixners Turnierbuch und andern Chroniken die Familie Rosengrünschön aufzufinden.
kleinzaches_01_f000114|Mit Recht zweifelte er aus diesem Grunde an der Stiftsfähigkeit des Fräuleins, die keinen Stammbaum mit zweiunddreißig Ahnen aufzuweisen hatte, und bat sie zuletzt ganz zerknirscht,|Mit Recht zweifelte er aus diesem Grunde an der Stiftsfähigkeit des Fräuleins, die keinen Stammbaum mit zweiunddreißig Ahnen aufzuweisen hatte, und bat sie zuletzt ganz zerknirscht,
kleinzaches_01_f000115|die hellen Tränen in den Augen, doch sich um des Himmels willen wenigstens nicht Rosengrünschön, sondern Rosenschön zu nennen, denn in diesem Namen sei doch noch einiger Verstand und ein Ahnherr möglich.|die hellen Tränen in den Augen, doch sich um des Himmels willen wenigstens nicht Rosengrünschön, sondern Rosenschön zu nennen, denn in diesem Namen sei doch noch einiger Verstand und ein Ahnherr möglich.
kleinzaches_01_f000116|Sie tat ihm das zu Gefallen.|Sie tat ihm das zu Gefallen.
kleinzaches_01_f000117|Vielleicht äußerte sich des gekränkten Prätextatus Groll gegen das ahnenlose Fräulein auf diese – jene Weise und gab zuerst Anlaß zu der bösen Nachrede, die sich immer mehr und mehr im Dorfe verbreitete.|Vielleicht äußerte sich des gekränkten Prätextatus Groll gegen das ahnenlose Fräulein auf diese - jene Weise und gab zuerst Anlaß zu der bösen Nachrede, die sich immer mehr und mehr im Dorfe verbreitete.
kleinzaches_01_f000118|Zu jenen zauberhaften Unterhaltungen im Walde, die indessen sonst nichts auf sich hatten, kamen nämlich allerlei bedenkliche Umstände, die von Mund zu Mund gingen und des Fräuleins eigentliches Wesen in gar zweideutiges Licht stellten.|Zu jenen zauberhaften Unterhaltungen im Walde, die indessen sonst nichts auf sich hatten, kamen nämlich allerlei bedenkliche Umstände, die von Mund zu Mund gingen und des Fräuleins eigentliches Wesen in gar zweideutiges Licht stellten.
kleinzaches_01_f000119|Mutter Anne, des Schulzen Frau, behauptete keck, daß, wenn das Fräulein stark zum Fenster heraus niese, allemal die Milch im ganzen Dorfe sauer würde.|Mutter Anne, des Schulzen Frau, behauptete keck, daß, wenn das Fräulein stark zum Fenster heraus niese, allemal die Milch im ganzen Dorfe sauer würde.
kleinzaches_01_f000120|Kaum hatte sich dies aber bestätigt, als sich das Schreckliche begab.|Kaum hatte sich dies aber bestätigt, als sich das Schreckliche begab.
kleinzaches_01_f000121|Schulmeisters Michel hatte in der Stiftsküche gebratene Kartoffeln genascht und war von dem Fräulein darüber betroffen worden, die ihm lächelnd mit dem Finger drohte.|Schulmeisters Michel hatte in der Stiftsküche gebratene Kartoffeln genascht und war von dem Fräulein darüber betroffen worden, die ihm lächelnd mit dem Finger drohte.
kleinzaches_01_f000122|Da war dem Jungen das Maul offen stehen geblieben, gerade als hätt' er eine gebratene brennende Kartoffel darin sitzen immerdar, und er mußte fortan einen Hut mit vorstehender breiter Krempe tragen, weil es sonst dem Armen ins Maul geregnet hätte.|Da war dem Jungen das Maul offen stehen geblieben, gerade als hätt' er eine gebratene brennende Kartoffel darin sitzen immerdar, und er mußte fortan einen Hut mit vorstehender breiter Krempe tragen, weil es sonst dem Armen ins Maul geregnet hätte.
kleinzaches_01_f000123|Bald schien es gewiß zu sein, daß das Fräulein sich darauf verstand, Feuer und Wasser zu besprechen, Sturm und Hagelwolken zusammenzutreiben, Weichselzöpfe zu flechten etc.,|Bald schien es gewiß zu sein, daß das Fräulein sich darauf verstand, Feuer und Wasser zu besprechen, Sturm und Hagelwolken zusammenzutreiben, Weichselzöpfe zu flechten etc.,
kleinzaches_01_f000124|nd niemand zweifelte an der Aussage des Schafhirten, der zur Mitternachtsstunde mit Schauer und Entsetzen gesehen haben wollte, wie das Fräulein auf einem Besen brausend durch die Lüfte fuhr, vor ihr her ein ungeheurer Hirschkäfer,|nd niemand zweifelte an der Aussage des Schafhirten, der zur Mitternachtsstunde mit Schauer und Entsetzen gesehen haben wollte, wie das Fräulein auf einem Besen brausend durch die Lüfte fuhr, vor ihr her ein ungeheurer Hirschkäfer,
kleinzaches_01_f000125|zwischen dessen Hörnern blaue Flammen hoch aufleuchteten!|zwischen dessen Hörnern blaue Flammen hoch aufleuchteten!
kleinzaches_01_f000126|Nun kam alles in Aufruhr, man wollte der Hexe zu Leibe, und die Dorfgerichte beschlossen nichts Geringeres, als das Fräulein aus dem Stift zu holen und sie ins Wasser zu werfen, damit sie die gewöhnliche Hexenprobe bestehe.|Nun kam alles in Aufruhr, man wollte der Hexe zu Leibe, und die Dorfgerichte beschlossen nichts Geringeres, als das Fräulein aus dem Stift zu holen und sie ins Wasser zu werfen, damit sie die gewöhnliche Hexenprobe bestehe.
kleinzaches_01_f000127|Der Baron Prätextatus ließ alles geschehen und sprach lächelnd zu sich selbst: So geht es simplen Leuten ohne Ahnen, die nicht von solch altem guten Herkommen sind, wie der Mondschein.|Der Baron Prätextatus ließ alles geschehen und sprach lächelnd zu sich selbst: So geht es simplen Leuten ohne Ahnen, die nicht von solch altem guten Herkommen sind, wie der Mondschein.
kleinzaches_01_f000128|Das Fräulein, unterrichtet von dem bedrohlichen Unwesen, flüchtete nach der Residenz, und bald darauf erhielt der Baron Prätextatus einen Kabinettsbefehl vom Fürsten des Landes, mittelst dessen ihm bekannt gemacht,|Das Fräulein, unterrichtet von dem bedrohlichen Unwesen, flüchtete nach der Residenz, und bald darauf erhielt der Baron Prätextatus einen Kabinettsbefehl vom Fürsten des Landes, mittelst dessen ihm bekannt gemacht,
kleinzaches_01_f000129|daß es keine Hexen gäbe, und befohlen wurde, die Dorfgerichte für die naseweise Gier, Schwimmkünste eines Stiftsfräuleins zu schauen, in den Turm werfen, den übrigen Bauern und ihren Weibern aber andeuten zu lassen,|daß es keine Hexen gäbe, und befohlen wurde, die Dorfgerichte für die naseweise Gier, Schwimmkünste eines Stiftsfräuleins zu schauen, in den Turm werfen, den übrigen Bauern und ihren Weibern aber andeuten zu lassen,
kleinzaches_01_f000130|bei empfindlicher Leibesstrafe von dem Fräulein Rosenschön nicht schlecht zu denken.|bei empfindlicher Leibesstrafe von dem Fräulein Rosenschön nicht schlecht zu denken.
kleinzaches_01_f000131|Sie gingen in sich, fürchteten sich vor der angedrohten Strafe und dachten fortan gut von dem Fräulein, welches für beide, für das Dorf und für die Dame Rosenschön, die ersprießlichsten Folgen hatte.|Sie gingen in sich, fürchteten sich vor der angedrohten Strafe und dachten fortan gut von dem Fräulein, welches für beide, für das Dorf und für die Dame Rosenschön, die ersprießlichsten Folgen hatte.
kleinzaches_01_f000132|In dem Kabinett des Fürsten wußte man recht gut, daß das Fräulein von Rosenschön niemand anders war, als die sonst berühmte weltbekannte Fee Rosabelverde.|In dem Kabinett des Fürsten wußte man recht gut, daß das Fräulein von Rosenschön niemand anders war, als die sonst berühmte weltbekannte Fee Rosabelverde.
kleinzaches_01_f000133|Es hatte mit der Sache folgende Bewandtnis: Auf der ganzen weiten Erde war wohl sonst kaum ein anmutigeres Land zu finden, als das kleine Fürstentum, worin das Gut des Baron Prätextatus von Mondschein lag,|Es hatte mit der Sache folgende Bewandtnis: Auf der ganzen weiten Erde war wohl sonst kaum ein anmutigeres Land zu finden, als das kleine Fürstentum, worin das Gut des Baron Prätextatus von Mondschein lag,
kleinzaches_01_f000134|worin das Fräulein von Rosenschön hauste, kurz, worin sich das alles begab, was ich dir, geliebter Leser, des breiteren zu erzählen eben im Begriff stehe.|worin das Fräulein von Rosenschön hauste, kurz, worin sich das alles begab, was ich dir, geliebter Leser, des breiteren zu erzählen eben im Begriff stehe.
kleinzaches_01_f000135|Von einem hohen Gebirge umschlossen, glich das Ländchen mit seinen grünen, duftenden Wäldern, mit seinen blumigen Auen, mit seinen rauschenden Strömen und lustig plätschernden Springquellen, zumal da es gar keine Städte,|Von einem hohen Gebirge umschlossen, glich das Ländchen mit seinen grünen, duftenden Wäldern, mit seinen blumigen Auen, mit seinen rauschenden Strömen und lustig plätschernden Springquellen, zumal da es gar keine Städte,
kleinzaches_01_f000136|sondern nur freundliche Dörfer und hin und wieder einzeln stehende Paläste darin gab, einem wunderbar herrlichen Garten, in dem die Bewohner wie zu ihrer Lust wandelten, frei von jeder drückenden Bürde des Lebens.|sondern nur freundliche Dörfer und hin und wieder einzeln stehende Paläste darin gab, einem wunderbar herrlichen Garten, in dem die Bewohner wie zu ihrer Lust wandelten, frei von jeder drückenden Bürde des Lebens.
kleinzaches_01_f000137|Jeder wußte, daß Fürst Demetrius das Land beherrschte; niemand merkte indessen das mindeste von der Regierung, und alle waren damit gar wohl zufrieden.|Jeder wußte, daß Fürst Demetrius das Land beherrschte; niemand merkte indessen das mindeste von der Regierung, und alle waren damit gar wohl zufrieden.
kleinzaches_01_f000138|Personen, die die volle Freiheit in all ihrem Beginnen, eine schöne Gegend, ein mildes Klima liebten, konnten ihren Aufenthalt gar nicht besser wählen als in dem Fürstentum, und so geschah es denn,|Personen, die die volle Freiheit in all ihrem Beginnen, eine schöne Gegend, ein mildes Klima liebten, konnten ihren Aufenthalt gar nicht besser wählen als in dem Fürstentum, und so geschah es denn,
kleinzaches_01_f000139|daß unter andern auch verschiedene vortreffliche Feen von der guten Art, denen Wärme und Freiheit bekanntlich über alles geht, sich dort angesiedelt hatten.|daß unter andern auch verschiedene vortreffliche Feen von der guten Art, denen Wärme und Freiheit bekanntlich über alles geht, sich dort angesiedelt hatten.
kleinzaches_01_f000140|Ihnen mocht' es zuzuschreiben sein, daß sich beinahe in jedem Dorfe, vorzüglich aber in den Wäldern sehr oft die angenehmsten Wunder begaben und daß jeder, von dem Entzücken,|Ihnen mocht' es zuzuschreiben sein, daß sich beinahe in jedem Dorfe, vorzüglich aber in den Wäldern sehr oft die angenehmsten Wunder begaben und daß jeder, von dem Entzücken,
kleinzaches_01_f000141|von der Wonne dieser Wunder ganz umflossen, völlig an das Wunderbare glaubte und, ohne es selbst zu wissen, ebendeshalb ein froher, mithin guter Staatsbürger blieb.|von der Wonne dieser Wunder ganz umflossen, völlig an das Wunderbare glaubte und, ohne es selbst zu wissen, ebendeshalb ein froher, mithin guter Staatsbürger blieb.
