sous_les_mers_1_01_f000001|UN ÉCUEIL FUYANT|UN ÉCUEIL FUYANT
sous_les_mers_1_02_f000003|En ma qualité de professeur-suppléant au Muséum d'histoire naturelle de Paris, le gouvernement français m'avait joint à cette expédition.|En ma qualité de professeur-suppléant au Muséum d'histoire naturelle de Paris, le gouvernement français m'avait joint à cette expédition.
sous_les_mers_1_02_f000004|Après six mois passés dans le Nebraska, chargé de précieuses collections, j'arrivai à New York vers la fin de mars. Mon départ pour la France était fixé aux premiers jours de mai.|Après six mois passés dans le Nebraska, chargé de précieuses collections, j'arrivai à New York vers la fin de mars. Mon départ pour la France était fixé aux premiers jours de mai.
sous_les_mers_1_02_f000005|Je m'occupais donc, en attendant, de classer mes richesses minéralogiques, botaniques et zoologiques, quand arriva l'incident du Scotia.|Je m'occupais donc, en attendant, de classer mes richesses minéralogiques, botaniques et zoologiques, quand arriva l'incident du Scotia.
sous_les_mers_1_02_f000006|J'étais parfaitement au courant de la question à l'ordre du jour, et comment ne l'aurais-je pas été?|J'étais parfaitement au courant de la question à l'ordre du jour, et comment ne l'aurais-je pas été?
sous_les_mers_1_02_f000007|J'avais lu et relu tous les journaux américains et européens sans être plus avancé. Ce mystère m'intriguait.|J'avais lu et relu tous les journaux américains et européens sans être plus avancé. Ce mystère m'intriguait.
sous_les_mers_1_02_f000008|Dans l'impossibilité de me former une opinion, je flottais d'un extrême à l'autre.|Dans l'impossibilité de me former une opinion, je flottais d'un extrême à l'autre.
sous_les_mers_1_02_f000009|Qu'il y eut quelque chose, cela ne pouvait être douteux, et les incrédules étaient invités à mettre le doigt sur la plaie du Scotia.|Qu'il y eut quelque chose, cela ne pouvait être douteux, et les incrédules étaient invités à mettre le doigt sur la plaie du Scotia.
sous_les_mers_1_02_f000010|A mon arrivée à New York, la question brûlait. L'hypothèse de l'îlot flottant, de l'écueil insaisissable, soutenue par quelques esprits peu compétents, était absolument abandonnée.|A mon arrivée à New York, la question brûlait. L'hypothèse de l'îlot flottant, de l'écueil insaisissable, soutenue par quelques esprits peu compétents, était absolument abandonnée.
sous_les_mers_1_02_f000011|Et, en effet, à moins que cet écueil n'eût une machine dans le ventre, comment pouvait-il se déplacer avec une rapidité si prodigieuse?|Et, en effet, à moins que cet écueil n'eût une machine dans le ventre, comment pouvait-il se déplacer avec une rapidité si prodigieuse?
sous_les_mers_1_02_f000012|De même fut repoussée l'existence d'une coque flottante, d'une énorme épave, et toujours à cause de la rapidité du déplacement.|De même fut repoussée l'existence d'une coque flottante, d'une énorme épave, et toujours à cause de la rapidité du déplacement.
sous_les_mers_1_02_f000013|Restaient donc deux solutions possibles de la question, qui créaient deux clans très distincts de partisans: d'un côté, ceux qui tenaient pour un monstre d'une force colossale;|Restaient donc deux solutions possibles de la question, qui créaient deux clans très distincts de partisans: d'un côté, ceux qui tenaient pour un monstre d'une force colossale;
sous_les_mers_1_02_f000014|de l'autre, ceux qui tenaient pour un bateau sous-marin d'une extrême puissance motrice.|de l'autre, ceux qui tenaient pour un bateau sous-marin d'une extrême puissance motrice.
sous_les_mers_1_02_f000015|Or, cette dernière hypothèse, admissible après tout, ne put résister aux enquêtes qui furent poursuivies dans les deux mondes.|Or, cette dernière hypothèse, admissible après tout, ne put résister aux enquêtes qui furent poursuivies dans les deux mondes.
sous_les_mers_1_02_f000016|Qu'un simple particulier eût à sa disposition un tel engin mécanique, c'était peu probable.|Qu'un simple particulier eût à sa disposition un tel engin mécanique, c'était peu probable.
sous_les_mers_1_02_f000017|Où et quand l'eut-il fait construire, et comment aurait-il tenu cette construction secrète?|Où et quand l'eut-il fait construire, et comment aurait-il tenu cette construction secrète?
sous_les_mers_1_02_f000018|Seul, un gouvernement pouvait posséder une pareille machine destructive, et, en ces temps désastreux où l'homme s'ingénie à multiplier la puissance des armes de guerre, il était possible qu'un État essayât à l'insu des autres ce formidable engin.|Seul, un gouvernement pouvait posséder une pareille machine destructive, et, en ces temps désastreux où l'homme s'ingénie à multiplier la puissance des armes de guerre, il était possible qu'un État essayât à l'insu des autres ce formidable engin.
sous_les_mers_1_02_f000019|Après les chassepots, les torpilles, après les torpilles, les béliers sous-marins, puis la réaction. Du moins, je l'espère.|Après les chassepots, les torpilles, après les torpilles, les béliers sous-marins, puis la réaction. Du moins, je l'espère.
sous_les_mers_1_02_f000020|Mais l'hypothèse d'une machine de guerre tomba encore devant la déclaration des gouvernements.|Mais l'hypothèse d'une machine de guerre tomba encore devant la déclaration des gouvernements.
sous_les_mers_1_02_f000021|Comme il s'agissait là d'un intérêt public, puisque les communications transocéaniennes en souffraient, la franchise des gouvernements ne pouvait être mise en doute.|Comme il s'agissait là d'un intérêt public, puisque les communications transocéaniennes en souffraient, la franchise des gouvernements ne pouvait être mise en doute.
sous_les_mers_1_02_f000022|D'ailleurs, comment admettre que la construction de ce bateau sous-marin eût échappé aux yeux du public?|D'ailleurs, comment admettre que la construction de ce bateau sous-marin eût échappé aux yeux du public?
sous_les_mers_1_02_f000023|Garder le secret dans ces circonstances est très difficile pour un particulier, et certainement impossible pour un Etat dont tous les actes sont obstinément surveillés par les puissances rivales.|Garder le secret dans ces circonstances est très difficile pour un particulier, et certainement impossible pour un Etat dont tous les actes sont obstinément surveillés par les puissances rivales.
sous_les_mers_1_02_f000024|Donc, après enquêtes faites en Angleterre, en France, en Russie, en Prusse, en Espagne, en Italie, en Amérique, voire même en Turquie,|Donc, après enquêtes faites en Angleterre, en France, en Russie, en Prusse, en Espagne, en Italie, en Amérique, voire même en Turquie,
sous_les_mers_1_02_f000025|l'hypothèse d'un Monitor sous-marin fut définitivement rejetée.|l'hypothèse d'un Monitor sous-marin fut définitivement rejetée.
sous_les_mers_1_02_f000026|A mon arrivée à New York, plusieurs personnes m'avaient fait l'honneur de me consulter sur le phénomène en question.|A mon arrivée à New York, plusieurs personnes m'avaient fait l'honneur de me consulter sur le phénomène en question.
sous_les_mers_1_02_f000027|J'avais publié en France un ouvrage in-quarto en deux volumes intitulé: Les Mystères des grands fonds sous-marins.|J'avais publié en France un ouvrage in-quarto en deux volumes intitulé: Les Mystères des grands fonds sous-marins.
sous_les_mers_1_02_f000028|Ce livre, particulièrement goûté du monde savant, faisait de moi un spécialiste dans cette partie assez obscure de l'histoire naturelle.|Ce livre, particulièrement goûté du monde savant, faisait de moi un spécialiste dans cette partie assez obscure de l'histoire naturelle.
sous_les_mers_1_02_f000029|Mon avis me fut demandé. Tant que je pus nier du fait, je me renfermai dans une absolue négation.|Mon avis me fut demandé. Tant que je pus nier du fait, je me renfermai dans une absolue négation.
sous_les_mers_1_02_f000030|Mais bientôt, collé au mur, je dus m'expliquer catégoriquement.|Mais bientôt, collé au mur, je dus m'expliquer catégoriquement.
sous_les_mers_1_02_f000031|Et même, l'honorable Pierre Aronnax, professeur au Muséum de Paris, fut mis en demeure par le New York-Herald de formuler une opinion quelconque.|Et même, l'honorable Pierre Aronnax, professeur au Muséum de Paris, fut mis en demeure par le New York-Herald de formuler une opinion quelconque.
sous_les_mers_1_02_f000032|Je m'exécutai. Je parlai faute de pouvoir me taire.|Je m'exécutai. Je parlai faute de pouvoir me taire.
sous_les_mers_1_02_f000033|Je discutai la question sous toutes ses faces, politiquement et scientifiquement, et je donne ici un extrait d'un article très nourri que je publiai dans le numéro du 30 avril.|Je discutai la question sous toutes ses faces, politiquement et scientifiquement, et je donne ici un extrait d'un article très nourri que je publiai dans le numéro du 30 avril.
sous_les_mers_1_02_f000034|Ainsi donc, disais-je, après avoir examiné une à une les diverses hypothèses, toute autre supposition étant rejetée, il faut nécessairement admettre l'existence d'un animal marin d'une puissance excessive.|Ainsi donc, disais-je, après avoir examiné une à une les diverses hypothèses, toute autre supposition étant rejetée, il faut nécessairement admettre l'existence d'un animal marin d'une puissance excessive.
sous_les_mers_1_02_f000035|Les grandes profondeurs de l'Océan nous sont totalement inconnues. La sonde n'a su les atteindre. Que se passe-t-il dans ces abîmes reculés?|Les grandes profondeurs de l'Océan nous sont totalement inconnues. La sonde n'a su les atteindre. Que se passe-t-il dans ces abîmes reculés?
sous_les_mers_1_02_f000036|Quels êtres habitent et peuvent habiter à douze ou quinze milles au-dessous de la surface des eaux? Quel est l'organisme de ces animaux? On saurait à peine le conjecturer.|Quels êtres habitent et peuvent habiter à douze ou quinze milles au-dessous de la surface des eaux? Quel est l'organisme de ces animaux? On saurait à peine le conjecturer.
sous_les_mers_1_02_f000037|Cependant, la solution du problème qui m'est soumis peut affecter la forme du dilemme.|Cependant, la solution du problème qui m'est soumis peut affecter la forme du dilemme.
sous_les_mers_1_02_f000038|Ou nous connaissons toutes les variétés d'êtres qui peuplent notre planète, ou nous ne les connaissons pas.|Ou nous connaissons toutes les variétés d'êtres qui peuplent notre planète, ou nous ne les connaissons pas.
sous_les_mers_1_02_f000039|Si nous ne les connaissons pas toutes, si la nature a encore des secrets pour nous en ichtyologie, rien de plus acceptable que d'admettre l'existence de poissons ou de cétacés,|Si nous ne les connaissons pas toutes, si la nature a encore des secrets pour nous en ichtyologie, rien de plus acceptable que d'admettre l'existence de poissons ou de cétacés,
sous_les_mers_1_02_f000040|d'espèces ou même de genres nouveaux, d'une organisation essentiellement fondrière, qui habitent les couches inaccessibles à la sonde,|d'espèces ou même de genres nouveaux, d'une organisation essentiellement fondrière, qui habitent les couches inaccessibles à la sonde,
sous_les_mers_1_02_f000041|et qu'un événement quelconque, une fantaisie, un caprice, si l'on veut, ramène à de longs intervalles vers le niveau supérieur de l'Océan.|et qu'un événement quelconque, une fantaisie, un caprice, si l'on veut, ramène à de longs intervalles vers le niveau supérieur de l'Océan.
sous_les_mers_1_02_f000042|Si, au contraire, nous connaissons toutes les espèces vivantes, il faut nécessairement chercher l'animal en question parmi les êtres marins déjà catalogués,|Si, au contraire, nous connaissons toutes les espèces vivantes, il faut nécessairement chercher l'animal en question parmi les êtres marins déjà catalogués,
sous_les_mers_1_02_f000043|et dans ce cas, je serai disposé à admettre l'existence d'un Narwal géant.|et dans ce cas, je serai disposé à admettre l'existence d'un Narwal géant.
