la_mare_au_diable_00_f000001|NOTICE|NOTICE
la_mare_au_diable_02_f000034|poussait gravement son areau de forme antique, traîné par deux bœufs tranquilles, à la robe d’un jaune pâle, véritables patriarches de la prairie,|poussait gravement son areau de forme antique, traîné par deux bœufs tranquilles, à la robe dun jaune pâle, véritables patriarches de la prairie,
la_mare_au_diable_02_f000035|hauts de taille, un peu maigres, les cornes longues et rabattues, de ces vieux travailleurs qu’une longue habitude a rendus frères,|hauts de taille, un peu maigres, les cornes longues et rabattues, de ces vieux travailleurs quune longue habitude a rendus frères,
la_mare_au_diable_02_f000036|comme on les appelle dans nos campagnes, et qui, privés l’un de l’autre, se refusent au travail avec un nouveau compagnon et se laissent mourir de chagrin.|comme on les appelle dans nos campagnes, et qui, privés lun de lautre, se refusent au travail avec un nouveau compagnon et se laissent mourir de chagrin.
la_mare_au_diable_02_f000037|Les gens qui ne connaissent pas la campagne taxent de fable l’amitié du bœuf pour son camarade d’attelage.|Les gens qui ne connaissent pas la campagne taxent de fable lamitié du bœuf pour son camarade dattelage.
la_mare_au_diable_02_f000038|Qu’ils viennent voir au fond de l’étable un pauvre animal maigre, exténué, battant de sa queue inquiète ses flancs décharnés, soufflant avec effroi et dédain sur la nourriture qu’on lui présente,|Quils viennent voir au fond de létable un pauvre animal maigre, exténué, battant de sa queue inquiète ses flancs décharnés, soufflant avec effroi et dédain sur la nourriture quon lui présente,
la_mare_au_diable_02_f000039|les yeux toujours tournés vers la porte, en grattant du pied la place vide à ses côtés, flairant les jougs et les chaînes que son compagnon a portés, et l’appelant sans cesse avec de déplorables mugissements.|les yeux toujours tournés vers la porte, en grattant du pied la place vide à ses côtés, flairant les jougs et les chaînes que son compagnon a portés, et lappelant sans cesse avec de déplorables mugissements.
la_mare_au_diable_02_f000040|Le bouvier dira: C’est une paire de bœufs perdue; son frère est mort, et celui-là ne travaillera plus.|Le bouvier dira: Cest une paire de bœufs perdue; son frère est mort, et celui-là ne travaillera plus.
la_mare_au_diable_02_f000041|Il faudrait pouvoir l’engraisser pour l’abattre; mais il ne veut pas manger, et bientôt il sera mort de faim.|Il faudrait pouvoir lengraisser pour labattre; mais il ne veut pas manger, et bientôt il sera mort de faim.
la_mare_au_diable_02_f000042|Le vieux laboureur travaillait lentement, en silence, sans efforts inutiles.|Le vieux laboureur travaillait lentement, en silence, sans efforts inutiles.
la_mare_au_diable_02_f000043|Son docile attelage ne se pressait pas plus que lui;|Son docile attelage ne se pressait pas plus que lui;
la_mare_au_diable_02_f000044|mais grâce à la continuité d’un labeur sans distraction et d’une dépense de forces éprouvées et soutenues, son sillon était aussi vite creusé que celui de son fils,|mais grâce à la continuité dun labeur sans distraction et dune dépense de forces éprouvées et soutenues, son sillon était aussi vite creusé que celui de son fils,
la_mare_au_diable_02_f000045|qui menait, à quelque distance, quatre bœufs moins robustes, dans une veine de terres plus fortes et plus pierreuses.|qui menait, à quelque distance, quatre bœufs moins robustes, dans une veine de terres plus fortes et plus pierreuses.
la_mare_au_diable_02_f000046|Mais ce qui attira ensuite mon attention était véritablement un beau spectacle, un noble sujet pour un peintre.|Mais ce qui attira ensuite mon attention était véritablement un beau spectacle, un noble sujet pour un peintre.
la_mare_au_diable_02_f000047|A l’autre extrémité de la plaine labourable, un jeune homme de bonne mine conduisait un attelage magnifique:|A lautre extrémité de la plaine labourable, un jeune homme de bonne mine conduisait un attelage magnifique:
la_mare_au_diable_02_f000048|quatre paires de jeunes animaux à robe sombre mêlée de noir fauve à reflets de feu, avec ces têtes courtes et frisées qui sentent encore le taureau sauvage,|quatre paires de jeunes animaux à robe sombre mêlée de noir fauve à reflets de feu, avec ces têtes courtes et frisées qui sentent encore le taureau sauvage,
la_mare_au_diable_02_f000049|ces gros yeux farouches, ces mouvements brusques, ce travail nerveux et saccadé qui s’irrite encore du joug et de l’aiguillon et n’obéit qu’en frémissant de colère à la domination nouvellement imposée.|ces gros yeux farouches, ces mouvements brusques, ce travail nerveux et saccadé qui sirrite encore du joug et de laiguillon et nobéit quen frémissant de colère à la domination nouvellement imposée.
la_mare_au_diable_02_f000050|C’est ce qu’on appelle des bœufs fraîchement liés. L’homme qui les gouvernait avait à défricher un coin naguère abandonné au pâturage et rempli de souches séculaires,|Cest ce quon appelle des bœufs fraîchement liés. Lhomme qui les gouvernait avait à défricher un coin naguère abandonné au pâturage et rempli de souches séculaires,
la_mare_au_diable_02_f000051|travail d’athlète auquel suffisaient à peine son énergie, sa jeunesse et ses huit animaux quasi indomptés.|travail dathlète auquel suffisaient à peine son énergie, sa jeunesse et ses huit animaux quasi indomptés.
la_mare_au_diable_02_f000052|Un enfant de six à sept ans, beau comme un ange, et les épaules couvertes, sur sa blouse, d’une peau d’agneau qui le faisait ressembler au petit saint Jean-Baptiste des peintres de la Renaissance,|Un enfant de six à sept ans, beau comme un ange, et les épaules couvertes, sur sa blouse, dune peau dagneau qui le faisait ressembler au petit saint Jean-Baptiste des peintres de la Renaissance,
la_mare_au_diable_02_f000053|marchait dans le sillon parallèle à la charrue et piquait le flanc des bœufs avec une gaule longue et légère, armée d’un aiguillon peu acéré.|marchait dans le sillon parallèle à la charrue et piquait le flanc des bœufs avec une gaule longue et légère, armée dun aiguillon peu acéré.
la_mare_au_diable_02_f000054|Les fiers animaux frémissaient sous la petite main de l’enfant, et faisaient grincer les jougs et les courroies liés à leur front, en imprimant au timon de violentes secousses.|Les fiers animaux frémissaient sous la petite main de lenfant, et faisaient grincer les jougs et les courroies liés à leur front, en imprimant au timon de violentes secousses.
la_mare_au_diable_02_f000055|Lorsqu’une racine arrêtait le soc, le laboureur criait d’une voix puissante, appelant chaque bête par son nom, mais plutôt pour calmer que pour exciter;|Lorsquune racine arrêtait le soc, le laboureur criait dune voix puissante, appelant chaque bête par son nom, mais plutôt pour calmer que pour exciter;
la_mare_au_diable_02_f000056|car les bœufs, irrités par cette brusque résistance, bondissaient, creusaient la terre de leurs larges pieds fourchus, et se seraient jetés de côté emportant l’areau à travers champs,|car les bœufs, irrités par cette brusque résistance, bondissaient, creusaient la terre de leurs larges pieds fourchus, et se seraient jetés de côté emportant lareau à travers champs,
la_mare_au_diable_02_f000057|si, de la voix et de l’aiguillon, le jeune homme n’eût maintenu les quatre premiers, tandis que l’enfant gouvernait les quatre autres.|si, de la voix et de laiguillon, le jeune homme neût maintenu les quatre premiers, tandis que lenfant gouvernait les quatre autres.
la_mare_au_diable_02_f000058|Il criait aussi, le pauvret, d’une voix qu’il voulait rendre terrible et qui restait douce comme sa figure angélique.|Il criait aussi, le pauvret, dune voix quil voulait rendre terrible et qui restait douce comme sa figure angélique.
la_mare_au_diable_02_f000059|Tout cela était beau de force ou de grâce: le paysage, l’homme, l’enfant, les taureaux sous le joug; et, malgré cette lutte puissante, où la terre était vaincue, il y avait un sentiment de douceur et de calme profond qui planait sur toutes choses.|Tout cela était beau de force ou de grâce: le paysage, lhomme, lenfant, les taureaux sous le joug; et, malgré cette lutte puissante, où la terre était vaincue, il y avait un sentiment de douceur et de calme profond qui planait sur toutes choses.
la_mare_au_diable_02_f000060|Quand l’obstacle était surmonté et que l’attelage reprenait sa marche égale et solennelle, le laboureur, dont la feinte violence n’était qu’un exercice de vigueur et une dépense d’activité,|Quand lobstacle était surmonté et que lattelage reprenait sa marche égale et solennelle, le laboureur, dont la feinte violence nétait quun exercice de vigueur et une dépense dactivité,
la_mare_au_diable_02_f000061|reprenait tout à coup la sérénité des âmes simples et jetait un regard de contentement paternel sur son enfant, qui se retournait pour lui sourire.|reprenait tout à coup la sérénité des âmes simples et jetait un regard de contentement paternel sur son enfant, qui se retournait pour lui sourire.
la_mare_au_diable_02_f000062|Puis la voix mâle de ce jeune père de famille entonnait le chant solennel et mélancolique que l’antique tradition du pays transmet, non à tous les laboureurs indistinctement, mais aux plus consommés dans l’art d’exciter et de soutenir l’ardeur des bœufs de travail.|Puis la voix mâle de ce jeune père de famille entonnait le chant solennel et mélancolique que lantique tradition du pays transmet, non à tous les laboureurs indistinctement, mais aux plus consommés dans lart dexciter et de soutenir lardeur des bœufs de travail.
la_mare_au_diable_02_f000063|Ce chant, dont l’origine fut peut-être considérée comme sacrée, et auquel de mystérieuses influences ont dû être attribuées jadis, est réputé encore aujourd’hui posséder la vertu d’entretenir le courage de ces animaux,|Ce chant, dont lorigine fut peut-être considérée comme sacrée, et auquel de mystérieuses influences ont dû être attribuées jadis, est réputé encore aujourdhui posséder la vertu dentretenir le courage de ces animaux,
la_mare_au_diable_02_f000064|d’apaiser leurs mécontentements et de charmer l’ennui de leur longue besogne.|dapaiser leurs mécontentements et de charmer lennui de leur longue besogne.
la_mare_au_diable_02_f000065|Il ne suffit pas de savoir bien les conduire en traçant un sillon parfaitement rectiligne, de leur alléger la peine en soulevant ou enfonçant à point le fer dans la terre:|Il ne suffit pas de savoir bien les conduire en traçant un sillon parfaitement rectiligne, de leur alléger la peine en soulevant ou enfonçant à point le fer dans la terre:
la_mare_au_diable_02_f000066|on n’est point un parfait laboureur si on ne sait chanter aux bœufs, et c’est là une science à part qui exige un goût et des moyens particuliers.|on nest point un parfait laboureur si on ne sait chanter aux bœufs, et cest là une science à part qui exige un goût et des moyens particuliers.
la_mare_au_diable_02_f000067|Ce chant n’est, à vrai dire, qu’une sorte de récitatif interrompu et repris à volonté.|Ce chant nest, à vrai dire, quune sorte de récitatif interrompu et repris à volonté.
