odysseus_01_f000001|Erster Abend.|Erster Abend.
odysseus_01_f000101|wenn einst der alte Mann unbekleidet hinaus getragen wurde, der im Leben so viele Güter besessen? Und was that die Arglistige?|wenn einst der alte Mann unbekleidet hinaus getragen wurde, der im Leben so viele Güter besessen? Und was that die Arglistige?
odysseus_01_f000102|Sie webte Tag für Tag, aber das Gewand wurde nimmermehr fertig, bis wir durch eines der Weiber erfuhren, daß sie immer während der Nacht die Arbeit des Tages wieder auftrenne.|Sie webte Tag für Tag, aber das Gewand wurde nimmermehr fertig, bis wir durch eines der Weiber erfuhren, daß sie immer während der Nacht die Arbeit des Tages wieder auftrenne.
odysseus_01_f000103|Da zwangen wir sie das Gewebe zu vollenden, und nun, da es fertig ist, bestehen wir darauf, daß sie Wort halte.|Da zwangen wir sie das Gewebe zu vollenden, und nun, da es fertig ist, bestehen wir darauf, daß sie Wort halte.
odysseus_01_f000104|Du aber sollst ihr augenblicklich gebieten in ihres Vaters Haus zurückzukehren und zum Manne zu nehmen, wer ihr gefällt oder wen der Vater für sie bestimmt.|Du aber sollst ihr augenblicklich gebieten in ihres Vaters Haus zurückzukehren und zum Manne zu nehmen, wer ihr gefällt oder wen der Vater für sie bestimmt.
odysseus_01_f000105|Thust du dies, dann soll dich keiner von uns mehr drücken; wir aber weichen nicht, ehe sie sich aus unserer Mitte einen Bräutigam erwählt hat.|Thust du dies, dann soll dich keiner von uns mehr drücken; wir aber weichen nicht, ehe sie sich aus unserer Mitte einen Bräutigam erwählt hat.
odysseus_01_f000106|Mit gerechtem Unwillen verwarf der edle Telemachos die Zumutung seine eigene Mutter aus dem Hause zu verstoßen.|Mit gerechtem Unwillen verwarf der edle Telemachos die Zumutung seine eigene Mutter aus dem Hause zu verstoßen.
odysseus_01_f000107|Er beschwor die Freier nochmals, seiner Habe zu schonen, und drohte ihnen mit der vergeltenden Rache der Götter.|Er beschwor die Freier nochmals, seiner Habe zu schonen, und drohte ihnen mit der vergeltenden Rache der Götter.
odysseus_01_f000108|Aber sie verhöhnten ihn und die zwei ehrwürdigen Greise, welche für den Gekränkten ihre Stimme zu erheben wagten.|Aber sie verhöhnten ihn und die zwei ehrwürdigen Greise, welche für den Gekränkten ihre Stimme zu erheben wagten.
odysseus_01_f000109|Endlich trug er darauf an, daß ihm wenigstens ein Schiff ausgerüstet würde, auf dem er nach Pylos oder Sparta reisen könne, um Kunde von seinem Vater einzuziehen.|Endlich trug er darauf an, daß ihm wenigstens ein Schiff ausgerüstet würde, auf dem er nach Pylos oder Sparta reisen könne, um Kunde von seinem Vater einzuziehen.
odysseus_01_f000110|Höre er innerhalb eines Jahres nichts von demselben, dann wolle eres zugeben, daß sich die Mutter wieder vermähle, mit wem sie wolle.|Höre er innerhalb eines Jahres nichts von demselben, dann wolle eres zugeben, daß sich die Mutter wieder vermähle, mit wem sie wolle.
odysseus_01_f000111|Dieser Vorschlag wurde mit Spott abgewiesen.|Dieser Vorschlag wurde mit Spott abgewiesen.
odysseus_01_f000112|Die Versammlung des Volkes ging auseinander; die Freier begaben sich zu neuem Gelage in das Haus des Odysseus.|Die Versammlung des Volkes ging auseinander; die Freier begaben sich zu neuem Gelage in das Haus des Odysseus.
odysseus_01_f000113|Traurig wandelte Telemachos am Meeresgestade hin, netzte seine Hände in der dunkeln Flut und flehte sie emporstreckend zu der Göttin, die ihm gestern erschienen war.|Traurig wandelte Telemachos am Meeresgestade hin, netzte seine Hände in der dunkeln Flut und flehte sie emporstreckend zu der Göttin, die ihm gestern erschienen war.
odysseus_01_f000114|Und siehe, als er noch einsam da steht, da kommt Mentor, ein alter Freund seines Vaters, auf ihn zu.|Und siehe, als er noch einsam da steht, da kommt Mentor, ein alter Freund seines Vaters, auf ihn zu.
odysseus_01_f000115|Auch er war in der Versammlung gewesen und hatte entrüstet die Schmähreden der Freier gehört, ja er hatte selbst versucht für Telemachos zu sprechen, aber das Hohngeschrei der Übermütigen hatte ihn kaum zu Worte kommen lassen.|Auch er war in der Versammlung gewesen und hatte entrüstet die Schmähreden der Freier gehört, ja er hatte selbst versucht für Telemachos zu sprechen, aber das Hohngeschrei der Übermütigen hatte ihn kaum zu Worte kommen lassen.
odysseus_01_f000116|Jetzt erschien er, wie Telemachos glaubte, um ihm zur Ausführung seines Vorhabens behilflich zu sein.|Jetzt erschien er, wie Telemachos glaubte, um ihm zur Ausführung seines Vorhabens behilflich zu sein.
odysseus_01_f000117|Aber es war nicht Mentor, es war Athene, die nur Mentors Gestalt und Stimme angenommen hatte.|Aber es war nicht Mentor, es war Athene, die nur Mentors Gestalt und Stimme angenommen hatte.
odysseus_01_f000118|Sie erhöhte seinen Mut, drang in ihn, nicht länger die Reise aufzuschieben, und erbot sich sogar für ein Schiff und für Gefährten zu sorgen.|Sie erhöhte seinen Mut, drang in ihn, nicht länger die Reise aufzuschieben, und erbot sich sogar für ein Schiff und für Gefährten zu sorgen.
odysseus_01_f000119|Er ging sogleich nach Hause, teilte seinen Plan nur der alten Pflegerin Eurykleia mit, und befahl ihr zu besorgen, was zur Reisekost not sei, Wein in irdenen Krügen, Mehl in Schläuchen u.s.w.|Er ging sogleich nach Hause, teilte seinen Plan nur der alten Pflegerin Eurykleia mit, und befahl ihr zu besorgen, was zur Reisekost not sei, Wein in irdenen Krügen, Mehl in Schläuchen u.s.w.
odysseus_01_f000120|Die gutherzige Alte weinte bitterlich, als sie den kaum herangereiften Jüngling bereit sah eine so gefährliche Reise in die weite Welt zu wagen; sie bat ihn tausendmal daheim zu bleiben und des Vaters Ankunft zu Hause abzuwarten.|Die gutherzige Alte weinte bitterlich, als sie den kaum herangereiften Jüngling bereit sah eine so gefährliche Reise in die weite Welt zu wagen; sie bat ihn tausendmal daheim zu bleiben und des Vaters Ankunft zu Hause abzuwarten.
odysseus_01_f000121|Er aber war fest entschlossen.|Er aber war fest entschlossen.
odysseus_01_f000122|Die Alte mußte ihm versprechen seine Reise geheim zu halten und selbst der Mutter Penelope nicht eher etwas davon zu sagen, als bis diese ihn vermissen würde.|Die Alte mußte ihm versprechen seine Reise geheim zu halten und selbst der Mutter Penelope nicht eher etwas davon zu sagen, als bis diese ihn vermissen würde.
odysseus_01_f000123|Athene, in Mentors Gestalt, war unterdessen geschäftig gewesen ein Schiff und Ruderer zu dingen, so daß am Abend alles bereit war.|Athene, in Mentors Gestalt, war unterdessen geschäftig gewesen ein Schiff und Ruderer zu dingen, so daß am Abend alles bereit war.
odysseus_01_f000124|Als nun die Freier sich entfernt hatten und das ganze Haus im Schlafe lag, da holte Mentor den Telemachos heimlich ab; die ihn begleitenden Jünglinge trugen die Zehrung, packten alles ins Schiff, richteten den Mast empor und banden ihn fest mit Seilen.|Als nun die Freier sich entfernt hatten und das ganze Haus im Schlafe lag, da holte Mentor den Telemachos heimlich ab; die ihn begleitenden Jünglinge trugen die Zehrung, packten alles ins Schiff, richteten den Mast empor und banden ihn fest mit Seilen.
odysseus_01_f000125|Die Gefährten stiegen ein. Schweigende Nacht umgab sie;|Die Gefährten stiegen ein. Schweigende Nacht umgab sie;
odysseus_01_f000126|aber die Sterne erhellten freundlich das Dunkel, und bald glitt das Schiff, von günstigem Winde getrieben, durch die Flut dahin.|aber die Sterne erhellten freundlich das Dunkel, und bald glitt das Schiff, von günstigem Winde getrieben, durch die Flut dahin.
odysseus_02_f000001|Zweiter Abend.|Zweiter Abend.
odysseus_02_f000002|Telemachos' Ausfahrt.|Telemachos' Ausfahrt.
odysseus_02_f000003|Mit der erwachenden Morgensonne sahen die Reisenden Pylos vor sich, eine kleine Stadt auf der westlichen Küste des Peloponnes oder der heutigen Halbinsel Morea, da wo jetzt Alt-Navarin liegt.|Mit der erwachenden Morgensonne sahen die Reisenden Pylos vor sich, eine kleine Stadt auf der westlichen Küste des Peloponnes oder der heutigen Halbinsel Morea, da wo jetzt Alt-Navarin liegt.
odysseus_02_f000004|Hier lebte der alte neunzigjährige Nestor inmitten seiner Unterthanen, wie ein Vater bei seinen Kindern.|Hier lebte der alte neunzigjährige Nestor inmitten seiner Unterthanen, wie ein Vater bei seinen Kindern.
odysseus_02_f000005|Und wirklich war seine eigene Nachkommenschaft so zahlreich, daß er in den Volksversammlungen fast unter lauter Verwandten saß.|Und wirklich war seine eigene Nachkommenschaft so zahlreich, daß er in den Volksversammlungen fast unter lauter Verwandten saß.
odysseus_02_f000006|Seine Erfahrung und Weisheit hatte ihm längst einen ruhmvollen Namen erworben und seine Achtung fest gegründet.|Seine Erfahrung und Weisheit hatte ihm längst einen ruhmvollen Namen erworben und seine Achtung fest gegründet.
odysseus_02_f000007|Man begehrte seinen Rat, man freuete sich seiner Güte und Milde, und die Erzählungen von den großen Schicksalen seines Lebens verkürzten der aufhorchenden Jugend manche Stunde.|Man begehrte seinen Rat, man freuete sich seiner Güte und Milde, und die Erzählungen von den großen Schicksalen seines Lebens verkürzten der aufhorchenden Jugend manche Stunde.
odysseus_02_f000008|Eben an dem Morgen, als Telemachos mit seinen Genossen sich Pylos näherte, hatte Nestor früh die Pylier am Gestade des Meeres versammelt, um dem Poseidon ein großes Opfer zu bringen.|Eben an dem Morgen, als Telemachos mit seinen Genossen sich Pylos näherte, hatte Nestor früh die Pylier am Gestade des Meeres versammelt, um dem Poseidon ein großes Opfer zu bringen.
odysseus_02_f000009|Es war ein wunderbarer Anblick, Tausende froher Menschen hier beisammen zu sehen, zu neun Reihen geordnet, in deren jeder fünfhundert Männer saßen.|Es war ein wunderbarer Anblick, Tausende froher Menschen hier beisammen zu sehen, zu neun Reihen geordnet, in deren jeder fünfhundert Männer saßen.
odysseus_02_f000010|Jede Reihe hatte neun Stiere gegeben, die nun geschlachtet wurden.|Jede Reihe hatte neun Stiere gegeben, die nun geschlachtet wurden.
odysseus_02_f000011|Die fetten Hüftenstücke dufteten auf dem flammenumloderten Altare dem Gotte zu Ehren, das andere Fleisch aber teilten die Opfernden unter sich und schmausten es behaglich, nachdem sich ein jeder seinen Anteil an Ort und Stelle im Feuer gebraten hatte.|Die fetten Hüftenstücke dufteten auf dem flammenumloderten Altare dem Gotte zu Ehren, das andere Fleisch aber teilten die Opfernden unter sich und schmausten es behaglich, nachdem sich ein jeder seinen Anteil an Ort und Stelle im Feuer gebraten hatte.
odysseus_02_f000012|Athene in Mentors Gestalt und der junge Telemachos waren nun ausgestiegen, hatten das Schiff den Ruderern zur Bewachung überlassen und machten sich zu Fuß auf den Weg zu den Schmausenden.|Athene in Mentors Gestalt und der junge Telemachos waren nun ausgestiegen, hatten das Schiff den Ruderern zur Bewachung überlassen und machten sich zu Fuß auf den Weg zu den Schmausenden.
odysseus_02_f000013|Der göttliche Führer stärkte des schüchternen Jünglings Herz durch ermunternde Worte, hieß ihn Mut fassen und den Greis ohne Zagen anreden, und lehrte ihn, was er sagen und wie er sich benehmen solle.|Der göttliche Führer stärkte des schüchternen Jünglings Herz durch ermunternde Worte, hieß ihn Mut fassen und den Greis ohne Zagen anreden, und lehrte ihn, was er sagen und wie er sich benehmen solle.
odysseus_02_f000014|Und kaum waren sie von den pylischen Männern aus der Ferne erblickt worden, als schon eine Schar von Jünglingen ihnen entgegen kam und nach der schönen gastfreundschaftlichen Sitte des Altertums ihnen die Hände zum Gruße bot.|Und kaum waren sie von den pylischen Männern aus der Ferne erblickt worden, als schon eine Schar von Jünglingen ihnen entgegen kam und nach der schönen gastfreundschaftlichen Sitte des Altertums ihnen die Hände zum Gruße bot.
odysseus_02_f000015|Vor allen zeichnete sich Nestors jüngster Sohn Peisistratos, der mit Telemachos in gleichem Alter stand, durch seine Herzlichkeit aus; er nahm die beiden Fremden bei der Hand,|Vor allen zeichnete sich Nestors jüngster Sohn Peisistratos, der mit Telemachos in gleichem Alter stand, durch seine Herzlichkeit aus; er nahm die beiden Fremden bei der Hand,
odysseus_02_f000016|führte sie zu weichen Sitzen neben seinem Vater und Thrasymedes, dem Bruder, hin und holte Braten und Wein herbei, um die Ermüdeten zu erquicken.|führte sie zu weichen Sitzen neben seinem Vater und Thrasymedes, dem Bruder, hin und holte Braten und Wein herbei, um die Ermüdeten zu erquicken.
odysseus_02_f000017|Darauf füllte er einen goldenen Becher und, trank ihn der Athene zu, indem er sagte: Hier, lieber Gast, nimm teil an unserm frohen Opfer; wir bringen es dem meerbeherrschenden Poseidon.|Darauf füllte er einen goldenen Becher und, trank ihn der Athene zu, indem er sagte: Hier, lieber Gast, nimm teil an unserm frohen Opfer; wir bringen es dem meerbeherrschenden Poseidon.
odysseus_02_f000018|Sprenge auch du dem mächtigen Gotte von diesem Weine und bete zu ihm für unser Wohl.|Sprenge auch du dem mächtigen Gotte von diesem Weine und bete zu ihm für unser Wohl.
odysseus_02_f000019|Kein Mensch kann ja der Götter entbehren.|Kein Mensch kann ja der Götter entbehren.
odysseus_02_f000020|Aber wenn du geopfert und selbst getrunken hast, dann gieb deinem Freunde den Becher, daß er auch für uns bete.|Aber wenn du geopfert und selbst getrunken hast, dann gieb deinem Freunde den Becher, daß er auch für uns bete.
odysseus_02_f000021|Du bist der Ältere, darum reiche ich dir zuerst den Becher.|Du bist der Ältere, darum reiche ich dir zuerst den Becher.
odysseus_02_f000022|Athene freute sich des bescheidenen und verständigen Jünglings, nahm den Becher aus seiner Hand, goß zum Opfer die ersten Tropfen auf die Erde und betete: Höre mich, Poseidon, und erachte uns würdig, jedes von uns begonnene gute Werk zu fördern.|Athene freute sich des bescheidenen und verständigen Jünglings, nahm den Becher aus seiner Hand, goß zum Opfer die ersten Tropfen auf die Erde und betete: Höre mich, Poseidon, und erachte uns würdig, jedes von uns begonnene gute Werk zu fördern.
odysseus_02_f000023|Schmücke Nestor, den Greis, und seine Söhne mit Ehren, und auch den andern Pyliern vergilt mit Gnade das festliche Opfer, das sie dir heute bringen.|Schmücke Nestor, den Greis, und seine Söhne mit Ehren, und auch den andern Pyliern vergilt mit Gnade das festliche Opfer, das sie dir heute bringen.
odysseus_02_f000024|Dann aber gieb auch mir und meinem Freunde Glück zu dem Vorhaben, um deswillen wir die Fahrt unternommen haben, und laß es uns wohl vollenden.|Dann aber gieb auch mir und meinem Freunde Glück zu dem Vorhaben, um deswillen wir die Fahrt unternommen haben, und laß es uns wohl vollenden.
odysseus_02_f000025|Also betete sie, und während sie noch sprach, erfüllte sie schon heimlich durch ihre göttliche Macht das Erbetene.|Also betete sie, und während sie noch sprach, erfüllte sie schon heimlich durch ihre göttliche Macht das Erbetene.
odysseus_02_f000026|Dann empfing Telemachos aus ihrer Hand den Becher und trank, gleichfalls opfernd und betend, auf das Wohl der schmausenden Männer.|Dann empfing Telemachos aus ihrer Hand den Becher und trank, gleichfalls opfernd und betend, auf das Wohl der schmausenden Männer.
odysseus_02_f000027|Erst als die Gäste gesättigt waren, am Ende des Festmahles, hielt es der ehrwürdige Nestor für geziemend nach Namen und Geschäft der Fremdlinge zu fragen.|Erst als die Gäste gesättigt waren, am Ende des Festmahles, hielt es der ehrwürdige Nestor für geziemend nach Namen und Geschäft der Fremdlinge zu fragen.
