altehaus_001_f000001|Kapitel 1.|Kapitel eins.
altehaus_001_f000090|Solche stockdumme Dienstleute wollte er, wie er sich ausdrückte, überhaupt nicht in seinem Hause dulden.|Solche stockdumme Dienstleute wollte er, wie er sich ausdrückte, überhaupt nicht in seinem Hause dulden.
altehaus_001_f000091|Rieke – oder jetzt vielmehr wieder Susanna – war denn auch noch an demselben Nachmittage, vor Dunkelwerden, abgezogen, und der Regierungs-Rath schien selber in einer Sache um Rath verlegen zu sein,|Rieke - oder jetzt vielmehr wieder Susanna - war denn auch noch an demselben Nachmittage, vor Dunkelwerden, abgezogen, und der Regierungs-Rath schien selber in einer Sache um Rath verlegen zu sein,
altehaus_001_f000092|die ihm schon zu viel Ärger und Verdruss gemacht hatte und noch zu machen drohte.|die ihm schon zu viel Ärger und Verdruss gemacht hatte und noch zu machen drohte.
altehaus_001_f000093|Er konnte sie nicht gleichgültig vorübergehen lassen.|Er konnte sie nicht gleichgültig vorübergehen lassen.
altehaus_001_f000094|Ich weiß bei Gott nicht was ich am Ende tun soll, sagte er, indem er, die Hände auf dem Rücken zusammengefaßt,|Ich weiß bei Gott nicht was ich am Ende tun soll, sagte er, indem er, die Hände auf dem Rücken zusammengefaßt,
altehaus_001_f000095|mit schnellen, ungeduldigen Schritten im Zimmer auf- und abging und endlich vor seiner, an ihrem Nähtische stickenden Frau stehen blieb, – Marie lehnte, noch etwas leidend, in der einen Ecke des Sofaes und blätterte in einem Bilderbuche.|mit schnellen, ungeduldigen Schritten im Zimmer auf- und abging und endlich vor seiner, an ihrem Nähtische stickenden Frau stehen blieb, - Marie lehnte, noch etwas leidend, in der einen Ecke des Sofaes und blätterte in einem Bilderbuche.
altehaus_001_f000096|– Wenn ich nicht noch immer die Hoffnung hätte, das alte Gebäude käuflich an mich zu bringen und dadurch meinen Platz hier um das Doppelte zu verwehrten,|- Wenn ich nicht noch immer die Hoffnung hätte, das alte Gebäude käuflich an mich zu bringen und dadurch meinen Platz hier um das Doppelte zu verwehrten,
altehaus_001_f000097|verkaufte ich wahrhaftig mein eigenes Haus und zöge in eine andere Straße, um nur nicht mehr den Wahnsinn mit anhören zu müssen.|verkaufte ich wahrhaftig mein eigenes Haus und zöge in eine andere Straße, um nur nicht mehr den Wahnsinn mit anhören zu müssen.
altehaus_001_f000098|Wenn man die Tür nur könnte fest und dick vermauern lassen, erwiderte die Frau, dann wäre dem ganzen Aberglauben gleich der Boden unter den Füßen fortgezogen.|Wenn man die Tür nur könnte fest und dick vermauern lassen, erwiderte die Frau, dann wäre dem ganzen Aberglauben gleich der Boden unter den Füßen fortgezogen.
altehaus_001_f000099|Ich kann ja den Rath nicht dazu bringen, rief der Regierungs-Rath in bittrem Unmute, und habe ich nicht einmal selbst schon einen halben Verweis bekommen,|Ich kann ja den Rath nicht dazu bringen, rief der Regierungs-Rath in bittrem Unmute, und habe ich nicht einmal selbst schon einen halben Verweis bekommen,
altehaus_001_f000100|als ich es nur auf eigene Hand versuchen wollte, die alte, verwünschte Tür aufzubrechen?|als ich es nur auf eigene Hand versuchen wollte, die alte, verwünschte Tür aufzubrechen?
altehaus_001_f000101|Weil man in früherer Zeit übersehen hatte, diesen unglückseligen Aus- oder Eingang ebenfalls zu versiegeln, mögen sie jetzt nicht daran rühren, um unangenehme Erörterungen zu vermeiden, und wünschen das Eisenblech als identisch mit der Mauer zu betrachten.|Weil man in früherer Zeit übersehen hatte, diesen unglückseligen Aus- oder Eingang ebenfalls zu versiegeln, mögen sie jetzt nicht daran rühren, um unangenehme Erörterungen zu vermeiden, und wünschen das Eisenblech als identisch mit der Mauer zu betrachten.
altehaus_001_f000102|Dann bleibt uns doch am Ende nichts Anderes übrig, als auswendig eine Wand dagegen zu setzen, sagte die Frau.|Dann bleibt uns doch am Ende nichts Anderes übrig, als auswendig eine Wand dagegen zu setzen, sagte die Frau.
altehaus_001_f000103|Und was wird dann mit der Treppe? brummte ihr Gatte.|Und was wird dann mit der Treppe? brummte ihr Gatte.
altehaus_001_f000104|Du weißt, daß wir unser Instrument kaum jetzt heraufgebracht haben, und stellen wir noch eine einzige Ziegeldicke dazwischen, so sind wir ganz fertig.|Du weißt, daß wir unser Instrument kaum jetzt heraufgebracht haben, und stellen wir noch eine einzige Ziegeldicke dazwischen, so sind wir ganz fertig.
altehaus_001_f000105|Das einzig Mögliche wäre, diesen Teil der Treppe vollkommen zu verbauen und von der andern Seite des Vorsaales bis zu dem zweiten Absatz andere Stufen hinaufzuführen.|Das einzig Mögliche wäre, diesen Teil der Treppe vollkommen zu verbauen und von der andern Seite des Vorsaales bis zu dem zweiten Absatz andere Stufen hinaufzuführen.
altehaus_001_f000106|Baulich ließe sich das machen, aber ich muß ja nachher wahrhaftig fürchten, daß ich der ganzen Stadt zum Gespötte werde und mein Haus den Namen eines Spukhauses bekommt.|Baulich ließe sich das machen, aber ich muß ja nachher wahrhaftig fürchten, daß ich der ganzen Stadt zum Gespötte werde und mein Haus den Namen eines Spukhauses bekommt.
altehaus_001_f000107|– Es fehlt jetzt schon nicht viel daran.|- Es fehlt jetzt schon nicht viel daran.
altehaus_001_f000108|Wenn der alte Major oben in der zweiten Etage nicht lauter männliche Bedienung hätte, wäre er auch schon lange ausgezogen.|Wenn der alte Major oben in der zweiten Etage nicht lauter männliche Bedienung hätte, wäre er auch schon lange ausgezogen.
altehaus_001_f000109|– Hast Du Dich schon nach einer anderen Köchin umgesehen?|- Hast Du Dich schon nach einer anderen Köchin umgesehen?
altehaus_001_f000110|Die Schwester will mir noch heute ein gutes, gerade freies Mädchen herüberschicken, sagte seine Frau seufzend.|Die Schwester will mir noch heute ein gutes, gerade freies Mädchen herüberschicken, sagte seine Frau seufzend.
altehaus_001_f000111|Lieber Gott! wenn es Einem nicht wirklich so schwer ankäme, die alten lieb gewonnenen Räume zu verlassen, ich wollte gleich sagen: laß uns das Haus lieber heute als morgen verkaufen.|Lieber Gott! wenn es Einem nicht wirklich so schwer ankäme, die alten lieb gewonnenen Räume zu verlassen, ich wollte gleich sagen: laß uns das Haus lieber heute als morgen verkaufen.
altehaus_001_f000112|Diese kleinlichen Unannehmlichkeiten reiben zuletzt den stärksten Menschen auf.|Diese kleinlichen Unannehmlichkeiten reiben zuletzt den stärksten Menschen auf.
altehaus_001_f000113|Und dabei immer wieder dieselben Albernheiten; es ist ordentlich, als ob es Eine der Anderen sagte.|Und dabei immer wieder dieselben Albernheiten; es ist ordentlich, als ob es Eine der Anderen sagte.
altehaus_001_f000114|Ein Glück nur, daß Rieke abgezogen ist, ehe das neue Mädchen eintrifft; wenn es die auch nachher erfährt, bekommt sie die unsinnige Geschichte doch nicht von dem albernen Geschöpfe selbst erzählt.|Ein Glück nur, daß Rieke abgezogen ist, ehe das neue Mädchen eintrifft; wenn es die auch nachher erfährt, bekommt sie die unsinnige Geschichte doch nicht von dem albernen Geschöpfe selbst erzählt.
altehaus_001_f000115|– Es wäre doch am Ende besser, Hechner, Du ließest die andere Treppe einrichten.|- Es wäre doch am Ende besser, Hechner, Du ließest die andere Treppe einrichten.
altehaus_001_f000116|Die Leute reden allerdings kurze Zeit darüber, das ist wahr, aber bekommen es auch zuletzt satt, und wenn das mit dem Weglaufen der Dienstboten so fortgeht, macht es noch weit mehr Aufsehen, als eine bloße Veränderung der Baulichkeit.|Die Leute reden allerdings kurze Zeit darüber, das ist wahr, aber bekommen es auch zuletzt satt, und wenn das mit dem Weglaufen der Dienstboten so fortgeht, macht es noch weit mehr Aufsehen, als eine bloße Veränderung der Baulichkeit.
altehaus_001_f000117|Nein, sagte der Regierungsrat, plötzlich stehen bleibend und seinen auf dem Instrumente liegenden Hut aufgreifend, nein, ich weiß, was ich tue: der Rath darf mir meine Bitte, die Tür vermauern zu lassen, nicht länger abschlagen.|Nein, sagte der Regierungsrat, plötzlich stehen bleibend und seinen auf dem Instrumente liegenden Hut aufgreifend, nein, ich weiß, was ich tue: der Rath darf mir meine Bitte, die Tür vermauern zu lassen, nicht länger abschlagen.
altehaus_001_f000118|Wenn er es aber doch tut, wenn er mich rücksichtslos dieser Unbequemlichkeit aussetzen will, nur um den einmal früher gemachten Fehler nicht einzugestehen, dann bin ich ihm auch keine weiteren Rücksichten schuldig.|Wenn er es aber doch tut, wenn er mich rücksichtslos dieser Unbequemlichkeit aussetzen will, nur um den einmal früher gemachten Fehler nicht einzugestehen, dann bin ich ihm auch keine weiteren Rücksichten schuldig.
altehaus_001_f000119|Dann erkläre ich ihm gerade heraus, daß diese unversiegelte eiserne Tür nun einmal keine Wand ist, sie mögenes drehen, wie sie wollen, und daß ich mich nicht länger dem Gerüchte aussetzen mag,|Dann erkläre ich ihm gerade heraus, daß diese unversiegelte eiserne Tür nun einmal keine Wand ist, sie mögenes drehen, wie sie wollen, und daß ich mich nicht länger dem Gerüchte aussetzen mag,
altehaus_001_f000120|von meinem Hause aus einen möglichen Eingang in das versiegelte Nachbargebäude zu haben.|von meinem Hause aus einen möglichen Eingang in das versiegelte Nachbargebäude zu haben.
altehaus_001_f000121|Ich bin mir das auch selber schuldig, setzte er, sich mehr und mehr in den Gedanken hineinarbeitend, hinzu; denn wenn nachher da drüben vielleicht gar das Inventarium nicht richtig befunden würde,|Ich bin mir das auch selber schuldig, setzte er, sich mehr und mehr in den Gedanken hineinarbeitend, hinzu; denn wenn nachher da drüben vielleicht gar das Inventarium nicht richtig befunden würde,
altehaus_001_f000122|käme natürlich auf mein Haus der Verdacht eines Missbrauchs zuerst.|käme natürlich auf mein Haus der Verdacht eines Missbrauchs zuerst.
altehaus_001_f000123|Die Leute glauben von ihren Nebenmenschen ja doch immer am liebsten das Schlechteste.|Die Leute glauben von ihren Nebenmenschen ja doch immer am liebsten das Schlechteste.
altehaus_001_f000124|Der Rath mag mir einen Ratsdiener mit herschicken, oder selber eine Deputation wählen, und in deren Beisein soll der Eingang unter jeder Bedingung vermauert werden.|Der Rath mag mir einen Ratsdiener mit herschicken, oder selber eine Deputation wählen, und in deren Beisein soll der Eingang unter jeder Bedingung vermauert werden.
altehaus_001_f000125|Ich habe das Gerede satt, und endlich muß einmal mit dem Treppen-Skandal Ruhe werden.|Ich habe das Gerede satt, und endlich muß einmal mit dem Treppen-Skandal Ruhe werden.
altehaus_001_f000126|Er verließ rasch das Zimmer, und Marie lehnte sich auf ihr Kissen zurück und schloß die Augen, um das Gehörte ungestört von äußeren Eindrücken überdenken zu können.|Er verließ rasch das Zimmer, und Marie lehnte sich auf ihr Kissen zurück und schloß die Augen, um das Gehörte ungestört von äußeren Eindrücken überdenken zu können.
altehaus_001_f000127|Die Mutter blieb noch eine lange Zeit schweigend und ihren Gedanken nachhängend bei ihrer Arbeit sitzen, endlich sah sie nach dem auf dem Sofa lehnenden Kinde hinüber und sagte leise: Schläft Du, Marie?|Die Mutter blieb noch eine lange Zeit schweigend und ihren Gedanken nachhängend bei ihrer Arbeit sitzen, endlich sah sie nach dem auf dem Sofa lehnenden Kinde hinüber und sagte leise: Schläft Du, Marie?
altehaus_001_f000128|Nein, Mama – ich dachte an das alte Haus sagte Marie fast unwillkürlich, und erschrak ordentlich, als sie das Wort gesprochen.|Nein, Mama - ich dachte an das alte Haus sagte Marie fast unwillkürlich, und erschrak ordentlich, als sie das Wort gesprochen.
altehaus_001_f000129|Die Mutter schüttelte mit dem Kopfe und sagte halb lachend, halb verdrießlich: Was hast du mit dem alten Hause zu tun?|Die Mutter schüttelte mit dem Kopfe und sagte halb lachend, halb verdrießlich: Was hast du mit dem alten Hause zu tun?
altehaus_001_f000130|Du fürchtest Dich doch nicht etwa auch davor?|Du fürchtest Dich doch nicht etwa auch davor?
altehaus_001_f000131|Nein, Mama.|Nein, Mama.
altehaus_001_f000132|Es entstand eine Pause.|Es entstand eine Pause.
altehaus_001_f000133|Die Mutter nahm ihre Nadel wieder auf und stickte weiter; endlich murmelte sie halblaut vor sich hin, und mehr mit sich selber, als zu der Tochter redend:|Die Mutter nahm ihre Nadel wieder auf und stickte weiter; endlich murmelte sie halblaut vor sich hin, und mehr mit sich selber, als zu der Tochter redend:
altehaus_001_f000134|Der alte Herr Quetzlinberger hätte auch etwas Gescheiteres tun können, als ohne ordentliches Testament zu sterben.|Der alte Herr Quetzlinberger hätte auch etwas Gescheiteres tun können, als ohne ordentliches Testament zu sterben.
altehaus_001_f000135|Zeit hatte er doch wahrhaftig genug gehabt sein Leben lang.|Zeit hatte er doch wahrhaftig genug gehabt sein Leben lang.
altehaus_001_f000136|Wer ist der Herr Quetzlinberger, Mama? fragte Marie.|Wer ist der Herr Quetzlinberger, Mama? fragte Marie.
altehaus_001_f000137|Der Herr Quetzlinberger? nun, der letzte Besitzer des Hauses, nach dessen Tode es eben verschlossen und versiegelt wurde.|Der Herr Quetzlinberger? nun, der letzte Besitzer des Hauses, nach dessen Tode es eben verschlossen und versiegelt wurde.
altehaus_001_f000138|Jetzt können sich die Erben noch, wer weiß wie lange! darum streiten, und ihr Geld darauf verprozessieren.|Jetzt können sich die Erben noch, wer weiß wie lange! darum streiten, und ihr Geld darauf verprozessieren.
altehaus_001_f000139|Hast Du ihn gekannt, Mama? Den Herrn Quetzlinberger?|Hast Du ihn gekannt, Mama? Den Herrn Quetzlinberger?
altehaus_001_f000140|nein, mein Kind, lachte die Mutter, der ist gestorben, ehe ich geboren wurde; aber Deine Großmama hat ihn noch gekannt.|nein, mein Kind, lachte die Mutter, der ist gestorben, ehe ich geboren wurde; aber Deine Großmama hat ihn noch gekannt.
altehaus_001_f000141|– Wir wohnten damals gerade gegenüber in dem gelben Hause mit den hohen Fenstern, wo Postrat Meiers jetzt wohnen.|- Wir wohnten damals gerade gegenüber in dem gelben Hause mit den hohen Fenstern, wo Postrat Meiers jetzt wohnen.
altehaus_001_f000142|Mutter hat uns oft und viel von ihm erzählt.|Mutter hat uns oft und viel von ihm erzählt.
altehaus_001_f000143|Ich möchte auch so gern etwas von ihm hören, Mama.|Ich möchte auch so gern etwas von ihm hören, Mama.
altehaus_001_f000144|Lieber Himmel! das ist jetzt so lange her, sagte die Mutter, daß ich mich nur noch auf sehr wenig zu erinnern weiß.|Lieber Himmel! das ist jetzt so lange her, sagte die Mutter, daß ich mich nur noch auf sehr wenig zu erinnern weiß.
altehaus_001_f000145|Nur das schwebt mir noch vor, daß Herr Quetzlinberger ein kleines, wunderliches, vertrocknetes Männchen gewesen sein soll,|Nur das schwebt mir noch vor, daß Herr Quetzlinberger ein kleines, wunderliches, vertrocknetes Männchen gewesen sein soll,
