imalavoglia_00_verga_f000001|Prefazione.|Prefazione.
imalavoglia_01_verga_f000096|o a proposito di certa ganza che Antoni sapeva fare meglio di ogni altro alla funicella della vela|o a proposito di certa ganza che Antoni sapeva fare meglio di ogni altro alla funicella della vela
imalavoglia_01_verga_f000097|e quando si trattava di serrare una scotta tesa come una corda di violino, o di alare una parommella che ci sarebbe voluto l’argano.|e quando si trattava di serrare una scotta tesa come una corda di violino, o di alare una parommella che ci sarebbe voluto largano.
imalavoglia_01_verga_f000098|Il nonno ansimando cogli ohi! ooohi! intercalava — Qui ci vorrebbe Antoni — oppure — Vi pare che io abbia il polso di quel ragazzo?|Il nonno ansimando cogli ohi! ooohi! intercalava - Qui ci vorrebbe Antoni - oppure - Vi pare che io abbia il polso di quel ragazzo?
imalavoglia_01_verga_f000099|— La madre, mentre ribatteva il pettine sul telaio — uno! due! tre! — pensava a quel bum bum della macchina che le aveva portato via il figliuolo|- La madre, mentre ribatteva il pettine sul telaio - uno! due! tre! - pensava a quel bum bum della macchina che le aveva portato via il figliuolo
imalavoglia_01_verga_f000100|e le era rimasto sul cuore, in quel gran sbalordimento, e le picchiava ancora dentro il petto, — uno! due! tre!|e le era rimasto sul cuore, in quel gran sbalordimento, e le picchiava ancora dentro il petto, - uno! due! tre!
imalavoglia_01_verga_f000101|Il nonno poi aveva certi singolari argomenti per confortarsi, e per confortare gli altri: — Del resto volete che vel dica?|Il nonno poi aveva certi singolari argomenti per confortarsi, e per confortare gli altri: - Del resto volete che vel dica?
imalavoglia_01_verga_f000102|Un po’ di soldato gli farà bene a quel ragazzo;|Un po di soldato gli farà bene a quel ragazzo;
imalavoglia_01_verga_f000103|ché il suo paio di braccia gli piaceva meglio di portarsele a spasso la domenica, anziché servirsene a buscarsi il pane.|ché il suo paio di braccia gli piaceva meglio di portarsele a spasso la domenica, anziché servirsene a buscarsi il pane.
imalavoglia_01_verga_f000104|Oppure: — Quando avrà provato il pane salato che si mangia altrove, non si lagnerà più della minestra di casa sua.|Oppure: - Quando avrà provato il pane salato che si mangia altrove, non si lagnerà più della minestra di casa sua.
imalavoglia_01_verga_f000105|Finalmente arrivò da Napoli la prima lettera di Antoni, che mise in rivoluzione tutto il vicinato.|Finalmente arrivò da Napoli la prima lettera di Antoni, che mise in rivoluzione tutto il vicinato.
imalavoglia_01_verga_f000106|Diceva che le donne, in quelle parti là, scopavano le strade colle gonnelle di seta|Diceva che le donne, in quelle parti là, scopavano le strade colle gonnelle di seta
imalavoglia_01_verga_f000107|e che sul molo c’era il teatro di Pulcinella, e si vendevano delle pizze, a due centesimi|e che sul molo cera il teatro di Pulcinella, e si vendevano delle pizze, a due centesimi
imalavoglia_01_verga_f000108|di quelle che mangiano i signori, e senza soldi non ci si poteva stare, e non era come a Trezza|di quelle che mangiano i signori, e senza soldi non ci si poteva stare, e non era come a Trezza
imalavoglia_01_verga_f000109|dove se non si andava all’osteria della Santuzza non si sapeva come spendere un baiocco.|dove se non si andava allosteria della Santuzza non si sapeva come spendere un baiocco.
imalavoglia_01_verga_f000110|— Mandiamogli dei soldi per comperarsi le pizze, al goloso! brontolava padron Antoni;|- Mandiamogli dei soldi per comperarsi le pizze, al goloso! brontolava padron Antoni;
imalavoglia_01_verga_f000111|già lui non ci ha colpa, è fatto così;|già lui non ci ha colpa, è fatto così;
imalavoglia_01_verga_f000112|è fatto come i merluzzi, che abboccherebbero un chiodo arrugginito.|è fatto come i merluzzi, che abboccherebbero un chiodo arrugginito.
imalavoglia_01_verga_f000113|Se non l’avessi tenuto a battesimo su queste braccia, direi che don Giammaria gli ha messo in bocca dello zucchero invece di sale.|Se non lavessi tenuto a battesimo su queste braccia, direi che don Giammaria gli ha messo in bocca dello zucchero invece di sale.
imalavoglia_01_verga_f000114|La Mangiacarrubbe, quando al lavatoio c’era anche Sara di comare Tudda, tornava a dire:|La Mangiacarrubbe, quando al lavatoio cera anche Sara di comare Tudda, tornava a dire:
imalavoglia_01_verga_f000115|— Sicuro! le donne vestite di seta aspettavano apposta Antoni di padron Antoni per rubarselo;|- Sicuro! le donne vestite di seta aspettavano apposta Antoni di padron Antoni per rubarselo;
imalavoglia_01_verga_f000116|che non ne avevano visti mai dei cetriuoli laggiù!|che non ne avevano visti mai dei cetriuoli laggiù!
imalavoglia_01_verga_f000117|Le altre si tenevano i fianchi dal ridere, e d’allora in poi le ragazze inacidite lo chiamarono «cetriuolo».|Le altre si tenevano i fianchi dal ridere, e dallora in poi le ragazze inacidite lo chiamarono cetriuolo.
imalavoglia_01_verga_f000118|Antoni aveva mandato anche il suo ritratto, l’avevano visto tutte le ragazze del lavatoio|Antoni aveva mandato anche il suo ritratto, lavevano visto tutte le ragazze del lavatoio
imalavoglia_01_verga_f000119|come la Sara di comare Tudda lo faceva passare di mano in mano, sotto il grembiule, e la Mangiacarrubbe schiattava dalla gelosia.|come la Sara di comare Tudda lo faceva passare di mano in mano, sotto il grembiule, e la Mangiacarrubbe schiattava dalla gelosia.
imalavoglia_01_verga_f000120|Pareva San Michele Arcangelo in carne ed ossa, con quei piedi posati sul tappeto, e quella cortina sul capo|Pareva San Michele Arcangelo in carne ed ossa, con quei piedi posati sul tappeto, e quella cortina sul capo
imalavoglia_01_verga_f000121|come quella della Madonna dell’Ognina, così bello, lisciato e ripulito che non l’avrebbe riconosciuto più la mamma che l’aveva fatto;|come quella della Madonna dellOgnina, così bello, lisciato e ripulito che non lavrebbe riconosciuto più la mamma che laveva fatto;
imalavoglia_01_verga_f000122|e la povera Longa non si saziava di guardare il tappeto e la cortina e quella colonna contro cui il suo ragazzo stava ritto impalato|e la povera Longa non si saziava di guardare il tappeto e la cortina e quella colonna contro cui il suo ragazzo stava ritto impalato
imalavoglia_01_verga_f000123|grattando colla mano la spalliera di una bella poltrona;|grattando colla mano la spalliera di una bella poltrona;
imalavoglia_01_verga_f000124|e ringraziava Dio e i santi che avevano messo il suo figliuolo in mezzo a tutte quelle galanterie.|e ringraziava Dio e i santi che avevano messo il suo figliuolo in mezzo a tutte quelle galanterie.
imalavoglia_01_verga_f000125|Ella teneva il ritratto sul canterano, sotto la campana del Buon Pastore — che gli diceva le avemarie — andava dicendo la Zuppidda|Ella teneva il ritratto sul canterano, sotto la campana del Buon Pastore - che gli diceva le avemarie - andava dicendo la Zuppidda
imalavoglia_01_verga_f000126|e si credeva di averci un tesoro sul canterano|e si credeva di averci un tesoro sul canterano
imalavoglia_01_verga_f000127|mentre suor Mariangela la Santuzza ce ne aveva un altro, tal quale chi voleva vederlo|mentre suor Mariangela la Santuzza ce ne aveva un altro, tal quale chi voleva vederlo
imalavoglia_01_verga_f000128|che glielo aveva regalato compare Mariano Cinghialenta, e lo teneva inchiodato sul banco dell’osteria, dietro i bicchieri.|che glielo aveva regalato compare Mariano Cinghialenta, e lo teneva inchiodato sul banco dellosteria, dietro i bicchieri.
imalavoglia_01_verga_f000129|Ma dopo un po’ di tempo Antoni aveva pescato un camerata che sapeva di lettere|Ma dopo un po di tempo Antoni aveva pescato un camerata che sapeva di lettere
imalavoglia_01_verga_f000130|e si sfogava a lagnarsi della vitaccia di bordo, della disciplina, dei superiori, del riso lungo e delle scarpe strette.|e si sfogava a lagnarsi della vitaccia di bordo, della disciplina, dei superiori, del riso lungo e delle scarpe strette.
imalavoglia_01_verga_f000131|— Una lettera che non valeva i venti centesimi della posta! borbottava padron Antoni.|- Una lettera che non valeva i venti centesimi della posta! borbottava padron Antoni.
imalavoglia_01_verga_f000132|La Longa se la prendeva con quegli sgorbj, che sembravano ami di pesceluna, e non potevano dir nulla di buono.|La Longa se la prendeva con quegli sgorbj, che sembravano ami di pesceluna, e non potevano dir nulla di buono.
imalavoglia_01_verga_f000133|Bastianazzo dimenava il capo e faceva segno di no, che così non andava bene|Bastianazzo dimenava il capo e faceva segno di no, che così non andava bene
imalavoglia_01_verga_f000134|e se fosse stato in lui ci avrebbe messo sempre delle cose allegre, da far ridere il cuore agli altri, lì sulla carta|e se fosse stato in lui ci avrebbe messo sempre delle cose allegre, da far ridere il cuore agli altri, lì sulla carta
imalavoglia_01_verga_f000135|— e vi appuntava un dito grosso come un regolo da forcola — se non altro per compassione della Longa|- e vi appuntava un dito grosso come un regolo da forcola - se non altro per compassione della Longa
imalavoglia_01_verga_f000136|la quale, poveretta, non si dava pace, e sembrava una gatta che avesse perso i gattini.|la quale, poveretta, non si dava pace, e sembrava una gatta che avesse perso i gattini.
imalavoglia_01_verga_f000137|Padron Antoni andava di nascosto a farsi leggere la lettera dallo speziale, e poi da don Giammaria, che era del partito contrario|Padron Antoni andava di nascosto a farsi leggere la lettera dallo speziale, e poi da don Giammaria, che era del partito contrario
imalavoglia_01_verga_f000138|affine di sentire le due campane, e quando si persuadeva che era scritto proprio così, ripeteva con Bastianazzo, e con la moglie di lui:|affine di sentire le due campane, e quando si persuadeva che era scritto proprio così, ripeteva con Bastianazzo, e con la moglie di lui:
imalavoglia_01_verga_f000139|— Non ve lo dico io che quel ragazzo avrebbe dovuto nascer ricco|- Non ve lo dico io che quel ragazzo avrebbe dovuto nascer ricco
imalavoglia_01_verga_f000140|come il figlio di padron Cipolla, per stare a grattarsi la pancia senza far nulla!|come il figlio di padron Cipolla, per stare a grattarsi la pancia senza far nulla!
imalavoglia_01_verga_f000141|Intanto l’annata era scarsa e il pesce bisognava darlo per l’anima dei morti|Intanto lannata era scarsa e il pesce bisognava darlo per lanima dei morti
imalavoglia_01_verga_f000142|ora che i cristiani avevano imparato a mangiar carne anche il venerdì come tanti turchi.|ora che i cristiani avevano imparato a mangiar carne anche il venerdì come tanti turchi.
imalavoglia_01_verga_f000143|Per giunta le braccia rimaste a casa non bastavano più al governo della barca|Per giunta le braccia rimaste a casa non bastavano più al governo della barca
imalavoglia_01_verga_f000144|e alle volte bisognava prendere a giornata Menico della Locca, o qualchedun altro.|e alle volte bisognava prendere a giornata Menico della Locca, o qualchedun altro.
imalavoglia_01_verga_f000145|Il re faceva così, che i ragazzi se li pigliava per la leva quando erano atti a buscarsi il pane;|Il re faceva così, che i ragazzi se li pigliava per la leva quando erano atti a buscarsi il pane;
imalavoglia_01_verga_f000146|ma sinché erano di peso alla famiglia, avevano a tirarli su per soldati;|ma sinché erano di peso alla famiglia, avevano a tirarli su per soldati;
imalavoglia_01_verga_f000147|e bisognava pensare ancora che la Mena entrava nei diciassett’anni, e cominciava a far voltare i giovanotti quando andava a messa.|e bisognava pensare ancora che la Mena entrava nei diciassettanni, e cominciava a far voltare i giovanotti quando andava a messa.
imalavoglia_01_verga_f000148|«L’uomo è il fuoco, e la donna è la stoppa: viene il diavolo e soffia».|Luomo è il fuoco, e la donna è la stoppa: viene il diavolo e soffia.
imalavoglia_01_verga_f000149|Perciò si doveva aiutarsi colle mani e coi piedi per mandare avanti quella barca della casa del nespolo.|Perciò si doveva aiutarsi colle mani e coi piedi per mandare avanti quella barca della casa del nespolo.
imalavoglia_01_verga_f000150|Padron Antoni adunque, per menare avanti la barca|Padron Antoni adunque, per menare avanti la barca
imalavoglia_01_verga_f000151|aveva combinato con lo zio Crocifisso Campana di legno un negozio di certi lupini da comprare a credenza per venderli a Riposto|aveva combinato con lo zio Crocifisso Campana di legno un negozio di certi lupini da comprare a credenza per venderli a Riposto
imalavoglia_01_verga_f000152|dove compare Cinghialenta aveva detto che c’era un bastimento di Trieste a pigliar carico.|dove compare Cinghialenta aveva detto che cera un bastimento di Trieste a pigliar carico.
imalavoglia_01_verga_f000153|Veramente i lupini erano un po’ avariati;|Veramente i lupini erano un po avariati;
imalavoglia_01_verga_f000154|ma non ce n’erano altri a Trezza|ma non ce nerano altri a Trezza
imalavoglia_01_verga_f000155|e quel furbaccio di Campana di legno sapea pure che la Provvidenza se la mangiava inutilmente il sole e l’acqua|e quel furbaccio di Campana di legno sapea pure che la Provvidenza se la mangiava inutilmente il sole e lacqua
imalavoglia_01_verga_f000156|dov’era ammarrata sotto il lavatoio, senza far nulla;|dovera ammarrata sotto il lavatoio, senza far nulla;
imalavoglia_01_verga_f000157|perciò si ostinava a fare il minchione. — Eh? non vi conviene?|perciò si ostinava a fare il minchione. - Eh? non vi conviene?
