le_pays_des_fourrures_1_10_f000001|Un retour sur le passé.|Un retour sur le passé.
le_pays_des_fourrures_1_10_f000108|Le temps était beau d'ailleurs, le ciel assez pur, quoique un peu embrumé à l'horizon, et le détachement accomplissait son voyage dans des conditions excellentes.|Le temps était beau d'ailleurs, le ciel assez pur, quoique un peu embrumé à l'horizon, et le détachement accomplissait son voyage dans des conditions excellentes.
le_pays_des_fourrures_1_10_f000109|Pendant deux jours, on continua de côtoyer sans difficulté le cours de la Coppermine.|Pendant deux jours, on continua de côtoyer sans difficulté le cours de la Coppermine.
le_pays_des_fourrures_1_10_f000110|Les environs de la rivière étaient peu fréquentés par les animaux à fourrure, mais les oiseaux y abondaient.|Les environs de la rivière étaient peu fréquentés par les animaux à fourrure, mais les oiseaux y abondaient.
le_pays_des_fourrures_1_10_f000111|On aurait pu les compter par milliers. Cette absence presque complète de martres, de castors, d'hermines, de renards et autres, ne laissait pas de préoccuper le lieutenant.|On aurait pu les compter par milliers. Cette absence presque complète de martres, de castors, d'hermines, de renards et autres, ne laissait pas de préoccuper le lieutenant.
le_pays_des_fourrures_1_10_f000112|Il se demandait si ces territoires n'avaient pas été abandonnés comme ceux du sud par la population, trop vivement pourchassée, des carnassiers et des rongeurs.|Il se demandait si ces territoires n'avaient pas été abandonnés comme ceux du sud par la population, trop vivement pourchassée, des carnassiers et des rongeurs.
le_pays_des_fourrures_1_10_f000113|Cela était probable, car on rencontrait fréquemment des restes de campement, des feux éteints qui attestaient le passage plus ou moins récent de chasseurs indigènes ou autres.|Cela était probable, car on rencontrait fréquemment des restes de campement, des feux éteints qui attestaient le passage plus ou moins récent de chasseurs indigènes ou autres.
le_pays_des_fourrures_1_10_f000114|Jasper Hobson voyait bien qu'il devrait reporter son exploration plus au nord, et qu'une partie seulement de son voyage serait faite, lorsqu'il aurait atteint l'embouchure de la Coppermine.|Jasper Hobson voyait bien qu'il devrait reporter son exploration plus au nord, et qu'une partie seulement de son voyage serait faite, lorsqu'il aurait atteint l'embouchure de la Coppermine.
le_pays_des_fourrures_1_10_f000115|Il avait donc hâte de toucher du pied ce point du littoral entrevu par Samuel Hearne, et il pressait de tout son pouvoir la marche du détachement.|Il avait donc hâte de toucher du pied ce point du littoral entrevu par Samuel Hearne, et il pressait de tout son pouvoir la marche du détachement.
le_pays_des_fourrures_1_10_f000116|D'ailleurs, chacun partageait l'impatience de Jasper Hobson.|D'ailleurs, chacun partageait l'impatience de Jasper Hobson.
le_pays_des_fourrures_1_10_f000117|Chacun se pressait résolument, afin d'atteindre dans le plus bref délai les rivages de la mer Arctique.|Chacun se pressait résolument, afin d'atteindre dans le plus bref délai les rivages de la mer Arctique.
le_pays_des_fourrures_1_10_f000118|Une indéfinissable attraction poussait en avant ces hardis pionniers.|Une indéfinissable attraction poussait en avant ces hardis pionniers.
le_pays_des_fourrures_1_10_f000119|Le prestige de l'inconnu miroitait à leurs yeux. Peut-être les véritables fatigues commenceraient-elles sur cette côte tant désirée?|Le prestige de l'inconnu miroitait à leurs yeux. Peut-être les véritables fatigues commenceraient-elles sur cette côte tant désirée?
le_pays_des_fourrures_1_10_f000120|N'importe. Tous, ils avaient hâte de les affronter, de marcher directement à leur but.|N'importe. Tous, ils avaient hâte de les affronter, de marcher directement à leur but.
le_pays_des_fourrures_1_10_f000121|Ce voyage qu'ils faisaient alors, ce n'était qu'un passage à travers un pays qui ne pouvait directement les intéresser, mais aux rivages de la mer Arctique commencerait la recherche véritable.|Ce voyage qu'ils faisaient alors, ce n'était qu'un passage à travers un pays qui ne pouvait directement les intéresser, mais aux rivages de la mer Arctique commencerait la recherche véritable.
le_pays_des_fourrures_1_10_f000122|Et chacun aurait déjà voulu se trouver sur ces parages, que coupait, à quelques centaines de milles à l'ouest, le soixante-dixième parallèle.|Et chacun aurait déjà voulu se trouver sur ces parages, que coupait, à quelques centaines de milles à l'ouest, le soixante-dixième parallèle.
le_pays_des_fourrures_1_10_f000123|Enfin, le 5 juin, quatre jours après avoir quitté le Fort- Confidence, le lieutenant Jasper Hobson vit la Coppermine s'élargir considérablement.|Enfin, le 5 juin, quatre jours après avoir quitté le Fort- Confidence, le lieutenant Jasper Hobson vit la Coppermine s'élargir considérablement.
le_pays_des_fourrures_1_10_f000124|La côte occidentale se développait suivant une ligne légèrement courbe et courait presque directement vers le nord.|La côte occidentale se développait suivant une ligne légèrement courbe et courait presque directement vers le nord.
le_pays_des_fourrures_1_10_f000125|Dans l'est, au contraire, elle s'arrondissait jusqu'aux extrêmes limites de l'horizon.|Dans l'est, au contraire, elle s'arrondissait jusqu'aux extrêmes limites de l'horizon.
le_pays_des_fourrures_1_10_f000126|Jasper Hobson s'arrêta aussitôt, et, de la main, il montra à ses compagnons la mer sans limites.|Jasper Hobson s'arrêta aussitôt, et, de la main, il montra à ses compagnons la mer sans limites.
le_pays_des_fourrures_1_11_f000001|En suivant la côte.|En suivant la côte.
le_pays_des_fourrures_1_11_f000002|Le large estuaire que le détachement venait d'atteindre, après six semaines de voyage, formait une échancrure trapézoïdale, nettement découpée dans le continent américain.|Le large estuaire que le détachement venait d'atteindre, après six semaines de voyage, formait une échancrure trapézoïdale, nettement découpée dans le continent américain.
le_pays_des_fourrures_1_11_f000003|À l'angle ouest s'ouvrait l'embouchure de la Coppermine.|À l'angle ouest s'ouvrait l'embouchure de la Coppermine.
le_pays_des_fourrures_1_11_f000004|À l'angle est, au contraire, se creusait un boyau profondément allongé, qui a reçu le nom d'Entrée de Bathurst.|À l'angle est, au contraire, se creusait un boyau profondément allongé, qui a reçu le nom d'Entrée de Bathurst.
le_pays_des_fourrures_1_11_f000005|De ce côté, le rivage, capricieusement festonné, creusé de criques et d'anses, hérissé de caps aigus et de promontoires abrupts, allait se perdre dans ce confus enchevêtrement de détroits, de pertuis, de passes, qui donne aux cartes des continents polaires un si bizarre aspect.|De ce côté, le rivage, capricieusement festonné, creusé de criques et d'anses, hérissé de caps aigus et de promontoires abrupts, allait se perdre dans ce confus enchevêtrement de détroits, de pertuis, de passes, qui donne aux cartes des continents polaires un si bizarre aspect.
le_pays_des_fourrures_1_11_f000006|De l'autre côté, sur la gauche de l'estuaire, à partir de l'embouchure même de la Coppermine, la côte remontait au nord et se terminait par le cap Kruzenstern.|De l'autre côté, sur la gauche de l'estuaire, à partir de l'embouchure même de la Coppermine, la côte remontait au nord et se terminait par le cap Kruzenstern.
le_pays_des_fourrures_1_11_f000007|Cet estuaire portait le nom de Golfe-du-Couronnement, et ses eaux étaient semées d'îles, îlets, îlots, qui constituaient l'Archipel du Duc-d'York.|Cet estuaire portait le nom de Golfe-du-Couronnement, et ses eaux étaient semées d'îles, îlets, îlots, qui constituaient l'Archipel du Duc-d'York.
le_pays_des_fourrures_1_11_f000008|Après avoir conféré avec le sergent Long, Jasper Hobson résolut d'accorder, en cet endroit, un jour de repos à ses compagnons.|Après avoir conféré avec le sergent Long, Jasper Hobson résolut d'accorder, en cet endroit, un jour de repos à ses compagnons.
le_pays_des_fourrures_1_11_f000009|L'exploration proprement dite, qui devait permettre au lieutenant de reconnaître le lieu propice à l'établissement d'une factorerie, allait véritablement commencer.|L'exploration proprement dite, qui devait permettre au lieutenant de reconnaître le lieu propice à l'établissement d'une factorerie, allait véritablement commencer.
le_pays_des_fourrures_1_11_f000010|La Compagnie avait recommandé à son agent de se maintenir autant que possible au-dessus du soixante-dixième parallèle, et sur les bords de la mer Glaciale.|La Compagnie avait recommandé à son agent de se maintenir autant que possible au-dessus du soixante-dixième parallèle, et sur les bords de la mer Glaciale.
le_pays_des_fourrures_1_11_f000011|Or, pour remplir son mandat, le lieutenant ne pouvait chercher que dans l'ouest un point qui fût aussi élevé en latitude et qui appartînt au continent américain.|Or, pour remplir son mandat, le lieutenant ne pouvait chercher que dans l'ouest un point qui fût aussi élevé en latitude et qui appartînt au continent américain.
le_pays_des_fourrures_1_11_f000012|Vers l'est, en effet, toutes ces terres si divisées font plutôt partie des territoires arctiques, sauf peut-être la terre de Boothia,|Vers l'est, en effet, toutes ces terres si divisées font plutôt partie des territoires arctiques, sauf peut-être la terre de Boothia,
le_pays_des_fourrures_1_11_f000013|franchement coupée par ce soixante-dixième parallèle, mais dont la conformation géographique est encore très indécise.|franchement coupée par ce soixante-dixième parallèle, mais dont la conformation géographique est encore très indécise.
le_pays_des_fourrures_1_11_f000014|Longitude et latitude prises, Jasper Hobson, après avoir relevé sa position sur la carte, vit qu'il se trouvait encore à plus de cent milles au-dessous du soixante-dixième degré.|Longitude et latitude prises, Jasper Hobson, après avoir relevé sa position sur la carte, vit qu'il se trouvait encore à plus de cent milles au-dessous du soixante-dixième degré.
le_pays_des_fourrures_1_11_f000015|Mais au-delà du cap Kruzenstern, la côte, courant vers le nord-est, dépassait par un angle brusque le soixante-dixième parallèle, à peu près sur le cent trentième méridien,|Mais au-delà du cap Kruzenstern, la côte, courant vers le nord-est, dépassait par un angle brusque le soixante-dixième parallèle, à peu près sur le cent trentième méridien,
le_pays_des_fourrures_1_11_f000016|et précisément à la hauteur de ce cap Bathurst, indiqué comme lieu de rendez-vous par le capitaine Craventy.|et précisément à la hauteur de ce cap Bathurst, indiqué comme lieu de rendez-vous par le capitaine Craventy.
le_pays_des_fourrures_1_11_f000017|C'était donc ce point qu'il fallait atteindre, et c'est là que le nouveau fort s'élèverait, si l'endroit offrait les ressources nécessaires à une factorerie.|C'était donc ce point qu'il fallait atteindre, et c'est là que le nouveau fort s'élèverait, si l'endroit offrait les ressources nécessaires à une factorerie.
le_pays_des_fourrures_1_11_f000018|Là, sergent Long, dit le lieutenant en montrant au sous-officier la carte des contrées polaires, là nous serons dans les conditions qui nous sont imposées par la Compagnie.|Là, sergent Long, dit le lieutenant en montrant au sous-officier la carte des contrées polaires, là nous serons dans les conditions qui nous sont imposées par la Compagnie.
le_pays_des_fourrures_1_11_f000019|En cet endroit, la mer, libre une grande partie de l'année, permettra aux navires du détroit de Behring d'arriver jusqu'au fort, de le ravitailler et d'en exporter les produits.|En cet endroit, la mer, libre une grande partie de l'année, permettra aux navires du détroit de Behring d'arriver jusqu'au fort, de le ravitailler et d'en exporter les produits.
le_pays_des_fourrures_1_11_f000020|-- Sans compter, ajouta le sergent Long, que, puisqu'ils se seront établis au-delà du soixante-dixième parallèle, nos gens auront droit à une double paye!|-- Sans compter, ajouta le sergent Long, que, puisqu'ils se seront établis au-delà du soixante-dixième parallèle, nos gens auront droit à une double paye!
le_pays_des_fourrures_1_11_f000021|-- Cela va sans dire, répondit le lieutenant, et je crois qu'ils l'accepteront sans murmurer.|-- Cela va sans dire, répondit le lieutenant, et je crois qu'ils l'accepteront sans murmurer.
le_pays_des_fourrures_1_11_f000022|-- Eh bien, mon lieutenant, il ne nous reste plus qu'à partir pour le cap Bathurst, dit simplement le sergent.|-- Eh bien, mon lieutenant, il ne nous reste plus qu'à partir pour le cap Bathurst, dit simplement le sergent.
le_pays_des_fourrures_1_11_f000023|Mais, un jour de repos ayant été accordé, le départ n'eut lieu que le lendemain, 6 juin.|Mais, un jour de repos ayant été accordé, le départ n'eut lieu que le lendemain, 6 juin.
le_pays_des_fourrures_1_11_f000024|Cette seconde partie du voyage devait être et fut effectivement toute différente de la première.|Cette seconde partie du voyage devait être et fut effectivement toute différente de la première.
le_pays_des_fourrures_1_11_f000025|Les dispositions qui réglaient jusqu'ici la marche des traîneaux n'avaient pas été maintenues.|Les dispositions qui réglaient jusqu'ici la marche des traîneaux n'avaient pas été maintenues.
