l_ile_mysterieuse_1_01_f000001|Remontons-nous?|Remontons-nous?
l_ile_mysterieuse_1_02_f000011|Le ballon, délesté de leur poids, fut repris par le vent, et comme un oiseau blessé qui retrouve un instant de vie, il disparut dans l'espace.|Le ballon, délesté de leur poids, fut repris par le vent, et comme un oiseau blessé qui retrouve un instant de vie, il disparut dans l'espace.
l_ile_mysterieuse_1_02_f000012|La nacelle avait contenu cinq passagers, plus un chien, et le ballon n'en jetait que quatre sur le rivage.|La nacelle avait contenu cinq passagers, plus un chien, et le ballon n'en jetait que quatre sur le rivage.
l_ile_mysterieuse_1_02_f000013|Le passager manquant avait évidemment été enlevé par le coup de mer qui venait de frapper le filet, et c'est ce qui avait permis à l'aérostat allégé,|Le passager manquant avait évidemment été enlevé par le coup de mer qui venait de frapper le filet, et c'est ce qui avait permis à l'aérostat allégé,
l_ile_mysterieuse_1_02_f000014|de remonter une dernière fois, puis, quelques instants après, d'atteindre la terre.|de remonter une dernière fois, puis, quelques instants après, d'atteindre la terre.
l_ile_mysterieuse_1_02_f000015|À peine les quatre naufragés -- on peut leur donner ce nom -- avaient-ils pris pied sur le sol, que tous, songeant à l'absent, s'écriaient:|À peine les quatre naufragés -- on peut leur donner ce nom -- avaient-ils pris pied sur le sol, que tous, songeant à l'absent, s'écriaient:
l_ile_mysterieuse_1_02_f000016|Il essaye peut-être d'aborder à la nage! Sauvons-le!|Il essaye peut-être d'aborder à la nage! Sauvons-le!
l_ile_mysterieuse_1_02_f000017|sauvons-le!|sauvons-le!
l_ile_mysterieuse_1_02_f000018|Ce n'étaient ni des aéronautes de profession, ni des amateurs d'expéditions aériennes, que l'ouragan venait de jeter sur cette côte.|Ce n'étaient ni des aéronautes de profession, ni des amateurs d'expéditions aériennes, que l'ouragan venait de jeter sur cette côte.
l_ile_mysterieuse_1_02_f000019|C'étaient des prisonniers de guerre, que leur audace avait poussés à s'enfuir dans des circonstances extraordinaires.|C'étaient des prisonniers de guerre, que leur audace avait poussés à s'enfuir dans des circonstances extraordinaires.
l_ile_mysterieuse_1_02_f000020|Cent fois, ils auraient dû périr! Cent fois, leur ballon déchiré aurait dû les précipiter dans l'abîme!|Cent fois, ils auraient dû périr! Cent fois, leur ballon déchiré aurait dû les précipiter dans l'abîme!
l_ile_mysterieuse_1_02_f000021|Mais le ciel les réservait à une étrange destinée, et le 20 mars, après avoir fui Richmond, assiégée par les troupes du général Ulysse Grant,|Mais le ciel les réservait à une étrange destinée, et le 20 mars, après avoir fui Richmond, assiégée par les troupes du général Ulysse Grant,
l_ile_mysterieuse_1_02_f000022|ils se trouvaient à sept mille milles de cette capitale de la Virginie, la principale place forte des séparatistes, pendant la terrible guerre de Sécession.|ils se trouvaient à sept mille milles de cette capitale de la Virginie, la principale place forte des séparatistes, pendant la terrible guerre de Sécession.
l_ile_mysterieuse_1_02_f000023|Leur navigation aérienne avait duré cinq jours.|Leur navigation aérienne avait duré cinq jours.
l_ile_mysterieuse_1_02_f000024|Voici, d'ailleurs, dans quelles circonstances curieuses s'était produite l'évasion des prisonniers, -- évasion qui devait aboutir à la catastrophe que l'on connaît.|Voici, d'ailleurs, dans quelles circonstances curieuses s'était produite l'évasion des prisonniers, -- évasion qui devait aboutir à la catastrophe que l'on connaît.
l_ile_mysterieuse_1_02_f000025|Cette année même, au mois de février 1865, dans un de ces coups de main que tenta, mais inutilement, le général Grant pour s'emparer de Richmond, plusieurs de ses officiers tombèrent au pouvoir de l'ennemi et furent internés dans la ville.|Cette année même, au mois de février 1865, dans un de ces coups de main que tenta, mais inutilement, le général Grant pour s'emparer de Richmond, plusieurs de ses officiers tombèrent au pouvoir de l'ennemi et furent internés dans la ville.
l_ile_mysterieuse_1_02_f000026|L'un des plus distingués de ceux qui furent pris appartenait à l'état-major fédéral, et se nommait Cyrus Smith.|L'un des plus distingués de ceux qui furent pris appartenait à l'état-major fédéral, et se nommait Cyrus Smith.
l_ile_mysterieuse_1_02_f000027|Cyrus Smith, originaire du Massachussets, était un ingénieur, un savant de premier ordre, auquel le gouvernement de l'Union avait confié, pendant la guerre, la direction des chemins de fer, dont le rôle stratégique fut si considérable.|Cyrus Smith, originaire du Massachussets, était un ingénieur, un savant de premier ordre, auquel le gouvernement de l'Union avait confié, pendant la guerre, la direction des chemins de fer, dont le rôle stratégique fut si considérable.
l_ile_mysterieuse_1_02_f000028|Véritable Américain du nord, maigre, osseux, efflanqué, âgé de quarante-cinq ans environ, il grisonnait déjà par ses cheveux ras et par sa barbe, dont il ne conservait qu'une épaisse moustache.|Véritable Américain du nord, maigre, osseux, efflanqué, âgé de quarante-cinq ans environ, il grisonnait déjà par ses cheveux ras et par sa barbe, dont il ne conservait qu'une épaisse moustache.
l_ile_mysterieuse_1_02_f000029|Il avait une de ces belles têtes numismatiques, qui semblent faites pour être frappées en médailles, les yeux ardents, la bouche sérieuse, la physionomie d'un savant de l'école militante.|Il avait une de ces belles têtes numismatiques, qui semblent faites pour être frappées en médailles, les yeux ardents, la bouche sérieuse, la physionomie d'un savant de l'école militante.
l_ile_mysterieuse_1_02_f000030|C'était un de ces ingénieurs qui ont voulu commencer par manier le marteau et le pic, comme ces généraux qui ont voulu débuter simples soldats.|C'était un de ces ingénieurs qui ont voulu commencer par manier le marteau et le pic, comme ces généraux qui ont voulu débuter simples soldats.
l_ile_mysterieuse_1_02_f000031|Aussi, en même temps que l'ingéniosité de l'esprit, possédait-il la suprême habileté de main.|Aussi, en même temps que l'ingéniosité de l'esprit, possédait-il la suprême habileté de main.
l_ile_mysterieuse_1_02_f000032|Ses muscles présentaient de remarquables symptômes de tonicité.|Ses muscles présentaient de remarquables symptômes de tonicité.
l_ile_mysterieuse_1_02_f000033|Véritablement homme d'action en même temps qu'homme de pensée, il agissait sans effort, sous l'influence d'une large expansion vitale,|Véritablement homme d'action en même temps qu'homme de pensée, il agissait sans effort, sous l'influence d'une large expansion vitale,
l_ile_mysterieuse_1_02_f000034|ayant cette persistance vivace qui défie toute mauvaise chance.|ayant cette persistance vivace qui défie toute mauvaise chance.
l_ile_mysterieuse_1_02_f000035|Très instruit, très pratique, très débrouillard, pour employer un mot de la langue militaire française, c'était un tempérament superbe,|Très instruit, très pratique, très débrouillard, pour employer un mot de la langue militaire française, c'était un tempérament superbe,
l_ile_mysterieuse_1_02_f000036|car, tout en restant maître de lui, quelles que fussent les circonstances, il remplissait au plus haut degré ces trois conditions dont l'ensemble détermine l'énergie humaine: activité d'esprit et de corps, impétuosité des désirs, puissance de la volonté.|car, tout en restant maître de lui, quelles que fussent les circonstances, il remplissait au plus haut degré ces trois conditions dont l'ensemble détermine l'énergie humaine: activité d'esprit et de corps, impétuosité des désirs, puissance de la volonté.
l_ile_mysterieuse_1_02_f000037|Et sa devise aurait pu être celle de Guillaume d'Orange au XVIIe siècle: Je n'ai pas besoin d'espérer pour entreprendre, ni de réussir pour persévérer.|Et sa devise aurait pu être celle de Guillaume d'Orange au XVIIe siècle: Je n'ai pas besoin d'espérer pour entreprendre, ni de réussir pour persévérer.
l_ile_mysterieuse_1_02_f000038|En même temps, Cyrus Smith était le courage personnifié.|En même temps, Cyrus Smith était le courage personnifié.
l_ile_mysterieuse_1_02_f000039|Il avait été de toutes les batailles pendant cette guerre de Sécession.|Il avait été de toutes les batailles pendant cette guerre de Sécession.
l_ile_mysterieuse_1_02_f000040|Après avoir commencé sous Ulysse Grant dans les volontaires de l'Illinois, il s'était battu à Paducah, à Belmont, à Pittsburg-Landing,|Après avoir commencé sous Ulysse Grant dans les volontaires de l'Illinois, il s'était battu à Paducah, à Belmont, à Pittsburg-Landing,
l_ile_mysterieuse_1_02_f000041|au siège de Corinth, à Port-Gibson, à la Rivière-Noire, à Chattanoga, à Wilderness, sur le Potomak, partout et vaillamment, en soldat digne du général qui répondait: Je ne compte jamais mes morts!|au siège de Corinth, à Port-Gibson, à la Rivière-Noire, à Chattanoga, à Wilderness, sur le Potomak, partout et vaillamment, en soldat digne du général qui répondait: Je ne compte jamais mes morts!
l_ile_mysterieuse_1_02_f000042|Et, cent fois, Cyrus Smith aurait dû être au nombre de ceux-là que ne comptait pas le terrible Grant, mais dans ces combats, où il ne s'épargnait guère, la chance le favorisa toujours, jusqu'au moment où il fut blessé et pris sur le champ de bataille de Richmond.|Et, cent fois, Cyrus Smith aurait dû être au nombre de ceux-là que ne comptait pas le terrible Grant, mais dans ces combats, où il ne s'épargnait guère, la chance le favorisa toujours, jusqu'au moment où il fut blessé et pris sur le champ de bataille de Richmond.
l_ile_mysterieuse_1_02_f000043|En même temps que Cyrus Smith, et le même jour, un autre personnage important tombait au pouvoir des sudistes.|En même temps que Cyrus Smith, et le même jour, un autre personnage important tombait au pouvoir des sudistes.
l_ile_mysterieuse_1_02_f000044|Ce n'était rien moins que l'honorable Gédéon Spilett, reporter du New-York Herald, qui avait été chargé de suivre les péripéties de la guerre au milieu des armées du Nord.|Ce n'était rien moins que l'honorable Gédéon Spilett, reporter du New-York Herald, qui avait été chargé de suivre les péripéties de la guerre au milieu des armées du Nord.
l_ile_mysterieuse_1_02_f000045|Gédéon Spilett était de la race de ces étonnants chroniqueurs anglais ou américains, des Stanley et autres, qui ne reculent devant rien pour obtenir une information exacte et pour la transmettre à leur journal dans les plus brefs délais.|Gédéon Spilett était de la race de ces étonnants chroniqueurs anglais ou américains, des Stanley et autres, qui ne reculent devant rien pour obtenir une information exacte et pour la transmettre à leur journal dans les plus brefs délais.
l_ile_mysterieuse_1_02_f000046|Les journaux de l'Union, tels que le New-York Herald, forment de véritables puissances, et leurs délégués sont des représentants avec lesquels on compte.|Les journaux de l'Union, tels que le New-York Herald, forment de véritables puissances, et leurs délégués sont des représentants avec lesquels on compte.
l_ile_mysterieuse_1_02_f000047|Gédéon Spilett marquait au premier rang de ces délégués.|Gédéon Spilett marquait au premier rang de ces délégués.
l_ile_mysterieuse_1_02_f000048|Homme de grand mérite, énergique, prompt et prêt à tout, plein d'idées, ayant couru le monde entier, soldat et artiste, bouillant dans le conseil,|Homme de grand mérite, énergique, prompt et prêt à tout, plein d'idées, ayant couru le monde entier, soldat et artiste, bouillant dans le conseil,
l_ile_mysterieuse_1_02_f000049|résolu dans l'action, ne comptant ni peines, ni fatigues, ni dangers, quand il s'agissait de tout savoir, pour lui d'abord, et pour son journal ensuite,|résolu dans l'action, ne comptant ni peines, ni fatigues, ni dangers, quand il s'agissait de tout savoir, pour lui d'abord, et pour son journal ensuite,
l_ile_mysterieuse_1_02_f000050|véritable héros de la curiosité, de l'information, de l'inédit, de l'inconnu, de l'impossible, c'était un de ces intrépides observateurs qui écrivent sous les balles,|véritable héros de la curiosité, de l'information, de l'inédit, de l'inconnu, de l'impossible, c'était un de ces intrépides observateurs qui écrivent sous les balles,
l_ile_mysterieuse_1_02_f000051|chroniquent sous les boulets, et pour lesquels tous les périls sont des bonnes fortunes.|chroniquent sous les boulets, et pour lesquels tous les périls sont des bonnes fortunes.
l_ile_mysterieuse_1_02_f000052|Lui aussi avait été de toutes les batailles, au premier rang, revolver d'une main, carnet de l'autre, et la mitraille ne faisait pas trembler son crayon.|Lui aussi avait été de toutes les batailles, au premier rang, revolver d'une main, carnet de l'autre, et la mitraille ne faisait pas trembler son crayon.
l_ile_mysterieuse_1_02_f000053|Il ne fatiguait pas les fils de télégrammes incessants, comme ceux qui parlent alors qu'ils n'ont rien à dire, mais chacune de ses notes, courtes, nettes, claires, portait la lumière sur un point important.|Il ne fatiguait pas les fils de télégrammes incessants, comme ceux qui parlent alors qu'ils n'ont rien à dire, mais chacune de ses notes, courtes, nettes, claires, portait la lumière sur un point important.
l_ile_mysterieuse_1_02_f000054|D'ailleurs, l'humour ne lui manquait pas. Ce fut lui qui, après l'affaire de la Rivière-Noire, voulant à tout prix conserver sa place au guichet du bureau télégraphique,|D'ailleurs, l'humour ne lui manquait pas. Ce fut lui qui, après l'affaire de la Rivière-Noire, voulant à tout prix conserver sa place au guichet du bureau télégraphique,
