kleine_lord_01_f000001|Erstes Kapitel|Erstes Kapitel
kleine_lord_01_f000110|die Händchen in den kleinen Taschen, wie ein Bild, sage ich Ihnen, und mit so einer feierlichen Miene wie ein Richter im Talar.|die Händchen in den kleinen Taschen, wie ein Bild, sage ich Ihnen, und mit so einer feierlichen Miene wie ein Richter im Talar.
kleine_lord_01_f000111|Und dann sagt er zu mir: Mary, sagt er, die Wahl 'tressiert miß sehr, sagt er.|Und dann sagt er zu mir: Mary, sagt er, die Wahl 'tressiert miß sehr, sagt er.
kleine_lord_01_f000112|Iß bin 'Publikaner und Herzlieb auch. Bist du auch 'Publikaner, Mary? Thut mir leid, sage ich, aber ich bin just ein wenig von der andern Partei.|Iß bin 'Publikaner und Herzlieb auch. Bist du auch 'Publikaner, Mary? Thut mir leid, sage ich, aber ich bin just ein wenig von der andern Partei.
kleine_lord_01_f000113|Da sieht er mich an, daß es einem ganz durch Mark und Bein geht, und sagt: Mary, sagt er, die rißten ja das Land zu Grund.|Da sieht er mich an, daß es einem ganz durch Mark und Bein geht, und sagt: Mary, sagt er, die rißten ja das Land zu Grund.
kleine_lord_01_f000114|Und seither ist kein Tag vergangen, wo er mir nicht zugeredet hat, zur andern Partei zu gehen.|Und seither ist kein Tag vergangen, wo er mir nicht zugeredet hat, zur andern Partei zu gehen.
kleine_lord_01_f000115|Mary war sehr entzückt von unserm Jungen und sehr stolz auf ihn;|Mary war sehr entzückt von unserm Jungen und sehr stolz auf ihn;
kleine_lord_01_f000116|sie war schon im Hause gewesen, als er zur Welt kam, und seit seines Vaters Tode war sie Köchin, Hausmädchen und Kinderfrau in einer Person.|sie war schon im Hause gewesen, als er zur Welt kam, und seit seines Vaters Tode war sie Köchin, Hausmädchen und Kinderfrau in einer Person.
kleine_lord_01_f000117|Sie war stolz auf den kräftigen, beweglichen, kleinen Kerl und sein nettes Benehmen, ganz besonders aber auf sein schimmerndes Haar,|Sie war stolz auf den kräftigen, beweglichen, kleinen Kerl und sein nettes Benehmen, ganz besonders aber auf sein schimmerndes Haar,
kleine_lord_01_f000118|das in die Stirn hereingeschnitten war und in leichten Pagenlocken auf seine Schulter fiel.|das in die Stirn hereingeschnitten war und in leichten Pagenlocken auf seine Schulter fiel.
kleine_lord_01_f000119|Um seine kleinen Anzüge machen zu helfen, war ihr früh und spät keine Mühe zu viel.|Um seine kleinen Anzüge machen zu helfen, war ihr früh und spät keine Mühe zu viel.
kleine_lord_01_f000120|'Ristokratisch, hm? pflegte sie zu sagen. Du lieber Gott, den Jungen auf der Fifth Avenue möchte ich sehen, der so dreinschaut, seine Beine so setzt!|'Ristokratisch, hm? pflegte sie zu sagen. Du lieber Gott, den Jungen auf der Fifth Avenue möchte ich sehen, der so dreinschaut, seine Beine so setzt!
kleine_lord_01_f000121|Jeder Mensch, Mann und Weib und Kind, alles schaut ihm nach, wenn er den schwarzen Samtanzug anhat, den wir ihm aus meiner Frau ihrem alten Kleide zurecht gemacht haben,|Jeder Mensch, Mann und Weib und Kind, alles schaut ihm nach, wenn er den schwarzen Samtanzug anhat, den wir ihm aus meiner Frau ihrem alten Kleide zurecht gemacht haben,
kleine_lord_01_f000122|wenn er den Kopf so aufwirft und sein Lockenhaar fliegt!|wenn er den Kopf so aufwirft und sein Lockenhaar fliegt!
kleine_lord_01_f000123|Accurat wie ein junger Lord sieht er aus.|Accurat wie ein junger Lord sieht er aus.
kleine_lord_01_f000124|Cedrik hatte keine Ahnung davon, daß er wie ein junger Lord aussah, er wußte auch durchaus nicht, was ein Lord war.|Cedrik hatte keine Ahnung davon, daß er wie ein junger Lord aussah, er wußte auch durchaus nicht, was ein Lord war.
kleine_lord_01_f000125|Der vornehmste unter seinen Freunden war der Spezereihändler an der Ecke – der grobe Mann, der gegen ihn nie grob war.|Der vornehmste unter seinen Freunden war der Spezereihändler an der Ecke - der grobe Mann, der gegen ihn nie grob war.
kleine_lord_01_f000126|Er nannte sich Mister Hobbs und war in Cedriks Augen sehr reich und eine höchst bedeutende Persönlichkeit, die er über die Maßen bewunderte;|Er nannte sich Mister Hobbs und war in Cedriks Augen sehr reich und eine höchst bedeutende Persönlichkeit, die er über die Maßen bewunderte;
kleine_lord_01_f000127|er hatte ja so viele Dinge in seinem Laden – Pflaumen und Feigen und Apfelsinen und Biskuits – und er hatte ein Pferd und einen Wagen.|er hatte ja so viele Dinge in seinem Laden - Pflaumen und Feigen und Apfelsinen und Biskuits - und er hatte ein Pferd und einen Wagen.
kleine_lord_01_f000128|Cedrik mochte auch den Milchmann, den Bäcker und die Apfelfrau wohl leiden, aber Mister Hobbs war doch obenan in seinem Herzen,|Cedrik mochte auch den Milchmann, den Bäcker und die Apfelfrau wohl leiden, aber Mister Hobbs war doch obenan in seinem Herzen,
kleine_lord_01_f000129|und er stand auf so vertrautem Fuße mit ihm, daß er ihn jeden Tag besuchte und oft lange bei ihm saß, um die Tagesereignisse zu besprechen.|und er stand auf so vertrautem Fuße mit ihm, daß er ihn jeden Tag besuchte und oft lange bei ihm saß, um die Tagesereignisse zu besprechen.
kleine_lord_01_f000130|Es war ganz merkwürdig, wieviel die beiden immer zu schwatzen hatten, über alles Mögliche.|Es war ganz merkwürdig, wieviel die beiden immer zu schwatzen hatten, über alles Mögliche.
kleine_lord_01_f000131|Der 4. Juli namentlich war ein Thema, über welches ihnen das Gespräch nie ausging.|Der vierte Juli namentlich war ein Thema, über welches ihnen das Gespräch nie ausging.
kleine_lord_01_f000132|Mister Hobbs hatte eine sehr geringe Meinung von den Engländern und er erzählte ihm die ganze Geschichte der Losreißung,|Mister Hobbs hatte eine sehr geringe Meinung von den Engländern und er erzählte ihm die ganze Geschichte der Losreißung,
kleine_lord_01_f000133|wobei die Schändlichkeit des Feindes und die Tapferkeit der Aufständischen durch schlagende Beispiele beleuchtet wurden,|wobei die Schändlichkeit des Feindes und die Tapferkeit der Aufständischen durch schlagende Beispiele beleuchtet wurden,
kleine_lord_01_f000134|schließlich trug er ihm noch einzelne Teile der Unabhängigkeitserklärung wörtlich vor.|schließlich trug er ihm noch einzelne Teile der Unabhängigkeitserklärung wörtlich vor.
kleine_lord_01_f000135|Cedrik war dann so aufgeregt, daß seine Augen leuchteten, seine Wangen glühten und all seine Locken eine wirre Masse waren;|Cedrik war dann so aufgeregt, daß seine Augen leuchteten, seine Wangen glühten und all seine Locken eine wirre Masse waren;
kleine_lord_01_f000136|zu Hause konnte er die Mahlzeit kaum erwarten, um seiner Mama alles Gehörte wiederzugeben, und so war es entschieden Mister Hobbs,|zu Hause konnte er die Mahlzeit kaum erwarten, um seiner Mama alles Gehörte wiederzugeben, und so war es entschieden Mister Hobbs,
kleine_lord_01_f000137|dem er sein erstes Interesse für Politik zu danken hatte.|dem er sein erstes Interesse für Politik zu danken hatte.
kleine_lord_01_f000138|Mister Hobbs war auch ein eifriger Zeitungsleser, und daher erfuhr Cedrik so ziemlich alles, was in Washington vor sich ging,|Mister Hobbs war auch ein eifriger Zeitungsleser, und daher erfuhr Cedrik so ziemlich alles, was in Washington vor sich ging,
kleine_lord_01_f000139|und wußte immer, ob der Präsident seine Schuldigkeit that oder nicht.|und wußte immer, ob der Präsident seine Schuldigkeit that oder nicht.
kleine_lord_01_f000140|Und bei der letzten Präsidentenwahl waren beide sehr erregt gewesen und ohne Mister Hobbs und Cedrik wäre das Land womöglich aus den Fugen gegangen.|Und bei der letzten Präsidentenwahl waren beide sehr erregt gewesen und ohne Mister Hobbs und Cedrik wäre das Land womöglich aus den Fugen gegangen.
kleine_lord_01_f000141|Cedrik wurde dann auch zu einem Fackelzug mitgenommen, und mancher Fackelträger erinnerte sich nachher noch des untersetzten Mannes an dem Laternenpfahl mit dem blonden Knaben auf der Schulter,|Cedrik wurde dann auch zu einem Fackelzug mitgenommen, und mancher Fackelträger erinnerte sich nachher noch des untersetzten Mannes an dem Laternenpfahl mit dem blonden Knaben auf der Schulter,
kleine_lord_01_f000142|der so energisch sein Mützchen geschwungen und sein Hurra gerufen hatte.|der so energisch sein Mützchen geschwungen und sein Hurra gerufen hatte.
kleine_lord_01_f000143|Nicht lange nach dieser Wahl war es – Cedrik war nun zwischen sieben und acht Jahren alt – daß das seltsame Ereignis eintrat, welches sein Leben so ganz und gar umgestaltete.|Nicht lange nach dieser Wahl war es - Cedrik war nun zwischen sieben und acht Jahren alt - daß das seltsame Ereignis eintrat, welches sein Leben so ganz und gar umgestaltete.
kleine_lord_01_f000144|Merkwürdig war, daß er gerade an dem Tage mit seinem Freunde über England und die Königin gesprochen hatte,|Merkwürdig war, daß er gerade an dem Tage mit seinem Freunde über England und die Königin gesprochen hatte,
kleine_lord_01_f000145|wobei Mister Hobbs sich sehr hart über die Aristokratie geäußert und namentlich mit den britischen Grafen und Marquis streng ins Gericht gegangen war.|wobei Mister Hobbs sich sehr hart über die Aristokratie geäußert und namentlich mit den britischen Grafen und Marquis streng ins Gericht gegangen war.
kleine_lord_01_f000146|Es war ein sehr heiterer Morgen, und Cedrik war, nachdem er mit ein paar Kameraden Soldaten gespielt hatte,|Es war ein sehr heiterer Morgen, und Cedrik war, nachdem er mit ein paar Kameraden Soldaten gespielt hatte,
kleine_lord_01_f000147|zu Mister Hobbs gegangen, um sich auszuruhen, und hatte denselben in entrüsteter Betrachtung der London Illustrated News gefunden, die eine Hofceremonie wiedergab.|zu Mister Hobbs gegangen, um sich auszuruhen, und hatte denselben in entrüsteter Betrachtung der London Illustrated News gefunden, die eine Hofceremonie wiedergab.
kleine_lord_01_f000148|Ha, sagte er, auf die Art treiben sie's nun, aber sie werden's schon eingetränkt kriegen eines schönen Tages,|Ha, sagte er, auf die Art treiben sie's nun, aber sie werden's schon eingetränkt kriegen eines schönen Tages,
kleine_lord_01_f000149|wenn die sich aufrichten, die sie jetzt mit Füßen treten, und das ganze Gelichter übern Haufen werfen – Herzöge und Grafen und all den Plunder!|wenn die sich aufrichten, die sie jetzt mit Füßen treten, und das ganze Gelichter übern Haufen werfen - Herzöge und Grafen und all den Plunder!
kleine_lord_01_f000150|Das bleibt nicht aus; sie sollen sich nur vorsehen.|Das bleibt nicht aus; sie sollen sich nur vorsehen.
kleine_lord_01_f000151|Cedrik saß wie gewöhnlich rittlings auf dem Comptoirstuhle, den Hut aus der Stirn gerückt, die Händchen in den Taschen, ganz Ohr.|Cedrik saß wie gewöhnlich rittlings auf dem Comptoirstuhle, den Hut aus der Stirn gerückt, die Händchen in den Taschen, ganz Ohr.
kleine_lord_01_f000152|Haben Sie viele Marquis gekannt, Mister Hobbs? fragte er ernsthaft. Oder viele Grafen?|Haben Sie viele Marquis gekannt, Mister Hobbs? fragte er ernsthaft. Oder viele Grafen?
kleine_lord_01_f000153|Nein, erwiderte Mister Hobbs mit Entrüstung, ganz und gar nicht.|Nein, erwiderte Mister Hobbs mit Entrüstung, ganz und gar nicht.
kleine_lord_01_f000154|Aber ich möchte wohl mal so einen hier in meiner Bude klein kriegen, dem wollte ich's klar machen, daß ich keine Räuber und Tyrannen auf meinen Biskuitkasten sitzen und bei mir herumlungern lassen will.|Aber ich möchte wohl mal so einen hier in meiner Bude klein kriegen, dem wollte ich's klar machen, daß ich keine Räuber und Tyrannen auf meinen Biskuitkasten sitzen und bei mir herumlungern lassen will.
kleine_lord_01_f000155|Dies Bewußtsein erhabenen Bürgerstolzes erfüllte ihn mit großer Befriedigung, und er wischte sich die Stirn mit einem siegreichen Herrscherblick auf seine Kisten.|Dies Bewußtsein erhabenen Bürgerstolzes erfüllte ihn mit großer Befriedigung, und er wischte sich die Stirn mit einem siegreichen Herrscherblick auf seine Kisten.
kleine_lord_01_f000156|Vielleicht sind sie nur Grafen, weil sie es eben nicht besser wissen, bemerkte Cedrik, in dessen kleinem Herzen ein gewisses Mitgefühl für die Unglücklichen aufstieg.|Vielleicht sind sie nur Grafen, weil sie es eben nicht besser wissen, bemerkte Cedrik, in dessen kleinem Herzen ein gewisses Mitgefühl für die Unglücklichen aufstieg.
kleine_lord_01_f000157|Weil sie's nicht besser wissen! sagte Mister Hobbs. Da bist du ganz auf dem Holzwege, sie bilden sich ja noch Wunder was darauf ein, die Kuckucksbrut!|Weil sie's nicht besser wissen! sagte Mister Hobbs. Da bist du ganz auf dem Holzwege, sie bilden sich ja noch Wunder was darauf ein, die Kuckucksbrut!
kleine_lord_01_f000158|Mitten in dieser Unterhaltung erschien Mary. Cedrik nahm erst an, sie werde irgend einen kleinen Bedarf für den Haushalt holen, dem war aber nicht so;|Mitten in dieser Unterhaltung erschien Mary. Cedrik nahm erst an, sie werde irgend einen kleinen Bedarf für den Haushalt holen, dem war aber nicht so;
kleine_lord_01_f000159|sie sah sehr aufgeregt aus und war so bleich, wie man es bei ihrem Teint kaum für möglich gehalten hätte.|sie sah sehr aufgeregt aus und war so bleich, wie man es bei ihrem Teint kaum für möglich gehalten hätte.
kleine_lord_01_f000160|Komm heim, Liebling, sagte sie, die Mama will's haben.|Komm heim, Liebling, sagte sie, die Mama will's haben.
kleine_lord_01_f000161|Cedrik glitt von seinem erhabenen Sitze herunter.|Cedrik glitt von seinem erhabenen Sitze herunter.
kleine_lord_01_f000162|Soll ich mit der Mama ausgehen, Mary? fragte er. Guten Tag, Mister Hobbs. Ich komme ein andermal.|Soll ich mit der Mama ausgehen, Mary? fragte er. Guten Tag, Mister Hobbs. Ich komme ein andermal.
kleine_lord_01_f000163|Was ist denn geschehen, Mary? forschte er unterwegs. Ist's die Hitze?|Was ist denn geschehen, Mary? forschte er unterwegs. Ist's die Hitze?
kleine_lord_01_f000164|Nein, nein, sagte Mary, Gott, was bei uns für Geschichten passieren!|Nein, nein, sagte Mary, Gott, was bei uns für Geschichten passieren!
kleine_lord_01_f000165|Hat denn Herzlieb Kopfweh von der Sonne? fragte der kleine Mann, nach und nach ängstlich werdend.|Hat denn Herzlieb Kopfweh von der Sonne? fragte der kleine Mann, nach und nach ängstlich werdend.
kleine_lord_01_f000166|Das war's aber auch nicht. Als sie das Haus erreicht hatten, stand ein Wagen davor und im Wohnzimmer war jemand bei Mama;|Das war's aber auch nicht. Als sie das Haus erreicht hatten, stand ein Wagen davor und im Wohnzimmer war jemand bei Mama;
kleine_lord_01_f000167|Mary zog ihn eilends die Treppe hinauf, steckte ihn in sein bestes Gewand, den weißen Flanellanzug mit der roten Schärpe, und bürstete seine Haare glatt.|Mary zog ihn eilends die Treppe hinauf, steckte ihn in sein bestes Gewand, den weißen Flanellanzug mit der roten Schärpe, und bürstete seine Haare glatt.
kleine_lord_01_f000168|Ein Lord! sprach sie dabei vor sich hin. Lord war's ja doch! Ach, und die Verwandtschaft. Hol sie der Kuckuck! Lord und Graf, jawohl, um so schlimmer!|Ein Lord! sprach sie dabei vor sich hin. Lord war's ja doch! Ach, und die Verwandtschaft. Hol sie der Kuckuck! Lord und Graf, jawohl, um so schlimmer!
kleine_lord_01_f000169|Das war wirklich alles sehr seltsam, allein er wußte ja ganz gewiß, daß seine Mama ihm alles erklären würde, und so ließ er Mary ungestört ihren Gedanken nachhängen.|Das war wirklich alles sehr seltsam, allein er wußte ja ganz gewiß, daß seine Mama ihm alles erklären würde, und so ließ er Mary ungestört ihren Gedanken nachhängen.
kleine_lord_01_f000170|Als er umgekleidet war, lief er die Treppe hinunter und geradeswegs ins Wohnzimmer.|Als er umgekleidet war, lief er die Treppe hinunter und geradeswegs ins Wohnzimmer.
